tau,lmin,chr,lo,hi,score,q_R,cl
0.36,1,16,814556,814587,1.29,0.0277227722772277,3
0.36,2,16,814556,814587,1.29,0.0198019801980198,3
0.38,1,16,814556,814587,1.29,0.0237623762376238,3
0.38,2,16,814556,814587,1.29,0.0198019801980198,3
0.4,1,16,814556,814587,1.29,0.0237623762376238,3
0.4,2,16,814556,814587,1.29,0.0165016501650165,3
0.42,1,16,814556,814587,1.29,0.0217821782178218,3
0.42,2,16,814556,814587,1.29,0.0165016501650165,3
0.44,1,16,814556,814587,1.29,0.0198019801980198,3
0.44,2,16,814556,814587,1.29,0.0165016501650165,3
0.46,1,16,814556,814556,0.8325,0.0165016501650165,3
0.48,1,16,814556,814556,0.8325,0.0178217821782178,3
0.5,1,16,814556,814556,0.8325,0.0198019801980198,3
0.02,1,16,5341060,5341077,0.08,0.0260143661424966,4
0.02,2,16,5341060,5341077,0.08,0.0335533553355336,4
0.04,1,16,5341077,5341077,0.0575,0.0261897157457681,4
0.02,1,17,6545185,6770606,1.42,0.0421184975640421,1
0.02,2,17,6545185,6770606,1.42,0.0416524411061796,1
0.02,3,17,6545185,6770606,1.42,0.0406461698801459,1
0.02,5,17,6545185,6770606,1.42,0.0422442244224422,1
0.04,1,17,6545200,6770606,1.395,0.0411079082591804,1
0.04,2,17,6545200,6770606,1.395,0.0427722772277228,1
0.04,3,17,6545200,6770606,1.395,0.0418041804180418,1
0.04,5,17,6545200,6770606,1.395,0.0396039603960396,1
0.06,1,17,6545200,6770606,1.395,0.0410984494675883,1
0.06,2,17,6545200,6770606,1.395,0.0396039603960396,1
0.06,3,17,6545200,6770606,1.395,0.0396039603960396,1
0.06,5,17,6545200,6770606,1.395,0.0396039603960396,1
0.08,1,17,6545211,6545212,1.19,0.0405699106496015,1
0.08,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.1,1,17,6545211,6545212,1.19,0.040768782760629,1
0.1,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.12,1,17,6545211,6545212,1.19,0.0408040804080408,1
0.12,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.14,1,17,6545211,6545212,1.19,0.0409696142027996,1
0.14,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.16,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.16,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.18,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.18,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.2,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.2,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.22,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.22,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.24,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.24,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.26,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.26,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.28,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.28,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.3,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.3,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.32,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.32,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.34,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.34,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.36,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.36,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.38,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.38,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.4,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.4,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.42,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.42,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.44,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.44,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.46,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.46,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.48,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.48,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.5,1,17,6545211,6545212,1.19,0.0396039603960396,1
0.5,2,17,6545211,6545212,1.19,0.0396039603960396,1
0.02,1,17,7284535,7284545,0.0475,0.0421184975640421,2
0.02,2,17,7284535,7284545,0.0475,0.0416524411061796,2
0.02,1,17,9036763,9036763,0.1325,0.0421184975640421,3
0.04,1,17,9036763,9036763,0.1325,0.0411079082591804,3
0.06,1,17,9036763,9036763,0.1325,0.0410984494675883,3
0.08,1,17,9036763,9036763,0.1325,0.0405699106496015,3
0.1,1,17,9036763,9036763,0.1325,0.040768782760629,3
0.12,1,17,9036763,9036763,0.1325,0.0408040804080408,3
0.02,1,17,9943613,9943948,1.675,0.0421184975640421,4
0.02,2,17,9943613,9943948,1.675,0.0416524411061796,4
0.02,3,17,9943613,9943948,1.675,0.0406461698801459,4
0.02,5,17,9943613,9943948,1.675,0.0422442244224422,4
0.02,10,17,9943613,9943948,1.675,0.0396039603960396,4
0.04,1,17,9943613,9943948,1.645,0.0411079082591804,4
0.04,2,17,9943613,9943948,1.645,0.0427722772277228,4
0.04,3,17,9943613,9943948,1.645,0.0418041804180418,4
0.04,5,17,9943613,9943948,1.645,0.0396039603960396,4
0.06,1,17,9943613,9943948,1.645,0.0410984494675883,4
0.06,2,17,9943613,9943948,1.645,0.0396039603960396,4
0.06,3,17,9943613,9943948,1.645,0.0396039603960396,4
0.06,5,17,9943613,9943948,1.645,0.0396039603960396,4
0.08,1,17,9943628,9943948,1.2975,0.0405699106496015,4
0.08,2,17,9943628,9943948,1.2975,0.0396039603960396,4
0.08,3,17,9943628,9943948,1.2975,0.0396039603960396,4
0.1,1,17,9943628,9943948,1.2975,0.040768782760629,4
0.1,2,17,9943628,9943948,1.2975,0.0396039603960396,4
0.1,3,17,9943628,9943948,1.2975,0.0396039603960396,4
0.12,1,17,9943628,9943643,1.1775,0.0408040804080408,4
0.12,2,17,9943628,9943643,1.1775,0.0396039603960396,4
0.12,3,17,9943628,9943643,1.1775,0.0396039603960396,4
0.14,1,17,9943637,9943643,1.045,0.0409696142027996,4
0.14,2,17,9943637,9943643,1.045,0.0396039603960396,4
0.16,1,17,9943637,9943643,1.045,0.0396039603960396,4
0.16,2,17,9943637,9943643,1.045,0.0396039603960396,4
0.18,1,17,9943637,9943643,1.045,0.0396039603960396,4
0.18,2,17,9943637,9943643,1.045,0.0396039603960396,4
0.2,1,17,9943637,9943643,1.045,0.0396039603960396,4
0.2,2,17,9943637,9943643,1.045,0.0396039603960396,4
0.22,1,17,9943637,9943643,1.045,0.0396039603960396,4
0.22,2,17,9943637,9943643,1.045,0.0396039603960396,4
0.24,1,17,9943637,9943643,1.045,0.0396039603960396,4
0.24,2,17,9943637,9943643,1.045,0.0396039603960396,4
0.26,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.28,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.3,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.32,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.34,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.36,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.38,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.4,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.42,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.44,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.46,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.48,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.5,1,17,9943637,9943637,0.79,0.0396039603960396,4
0.02,1,17,11103109,11103109,0.02,0.0260143661424966,5
0.02,1,18,1237437,1242055,0.1125,0.0353795379537954,1
0.02,2,18,1237437,1242055,0.1125,0.0416524411061796,1
0.02,3,18,1237437,1242055,0.1125,0.0406461698801459,1
0.04,1,18,1242052,1242052,0.06,0.0360836083608361,1
0.06,1,18,1242052,1242052,0.06,0.0410984494675883,1
0.02,1,18,1885672,1885737,0.1775,0.0421184975640421,2
0.02,2,18,1885672,1885737,0.1775,0.0416524411061796,2
0.02,3,18,1885672,1885737,0.1775,0.0406461698801459,2
0.04,1,18,1885695,1885708,0.1225,0.0411079082591804,2
0.04,2,18,1885695,1885708,0.1225,0.0427722772277228,2
0.06,1,18,1885708,1885708,0.0725,0.0410984494675883,2
0.02,1,18,4637690,4639794,0.11,0.0260143661424966,3
0.02,2,18,4637690,4639794,0.11,0.0335533553355336,3
0.02,3,18,4637690,4639794,0.11,0.0406461698801459,3
0.04,1,18,4639461,4639461,0.05,0.0261897157457681,3
0.02,1,18,5613779,5613964,0.5925,0.0421184975640421,4
0.02,2,18,5613779,5613964,0.5925,0.0416524411061796,4
0.02,3,18,5613779,5613964,0.5925,0.0406461698801459,4
0.02,5,18,5613779,5613964,0.5925,0.0422442244224422,4
0.04,1,18,5613779,5613964,0.5925,0.0411079082591804,4
0.04,2,18,5613779,5613964,0.5925,0.0427722772277228,4
0.04,3,18,5613779,5613964,0.5925,0.0418041804180418,4
0.04,5,18,5613779,5613964,0.5925,0.0396039603960396,4
0.06,1,18,5613929,5613964,0.5025,0.0410984494675883,4
0.06,2,18,5613929,5613964,0.5025,0.0396039603960396,4
0.06,3,18,5613929,5613964,0.5025,0.0396039603960396,4
0.08,1,18,5613929,5613964,0.5025,0.0405699106496015,4
0.08,2,18,5613929,5613964,0.5025,0.0396039603960396,4
0.08,3,18,5613929,5613964,0.5025,0.0396039603960396,4
0.1,1,18,5613929,5613964,0.5025,0.040768782760629,4
0.1,2,18,5613929,5613964,0.5025,0.0396039603960396,4
0.1,3,18,5613929,5613964,0.5025,0.0396039603960396,4
0.12,1,18,5613929,5613964,0.3875,0.0408040804080408,4
0.12,2,18,5613929,5613964,0.3875,0.0396039603960396,4
0.14,1,18,5613929,5613929,0.2525,0.0405040504050405,4
0.16,1,18,5613929,5613929,0.2525,0.0390828556539865,4
0.18,1,18,5613929,5613929,0.2525,0.0390828556539865,4
0.2,1,18,5613929,5613929,0.2525,0.037953795379538,4
0.22,1,18,5613929,5613929,0.2525,0.037953795379538,4
0.24,1,18,5613929,5613929,0.2525,0.0384391380314502,4
0.02,1,18,10279870,10279870,0.02,0.0353795379537954,5
0.02,1,18,13254330,13254330,0.02,0.0353795379537954,6
0.02,1,18,14818521,14818521,0.0625,0.0353795379537954,7
0.04,1,18,14818521,14818521,0.0625,0.0360836083608361,7
0.06,1,18,14818521,14818521,0.0625,0.0410984494675883,7
0.02,1,20,180654,261002,6.925,0.0260143661424966,1
0.02,2,20,180654,261002,6.925,0.0335533553355336,1
0.02,3,20,180654,261002,6.925,0.0406461698801459,1
0.02,5,20,180654,261002,6.925,0.0422442244224422,1
0.02,10,20,180654,261002,6.925,0.0264026402640264,1
0.02,15,20,180654,261002,6.925,0.0198019801980198,1
0.02,20,20,180654,261002,6.925,0.0165016501650165,1
0.04,1,20,180654,261002,5.0575,0.0261897157457681,1
0.04,2,20,180654,261002,5.0575,0.0427722772277228,1
0.04,3,20,180654,261002,5.0575,0.0418041804180418,1
0.04,5,20,180654,261002,5.0575,0.0396039603960396,1
0.04,10,20,180654,261002,5.0575,0.0198019801980198,1
0.04,15,20,180654,261002,5.0575,0.0198019801980198,1
0.04,20,20,180654,261002,5.0575,0.0198019801980198,1
0.02,1,20,181151,181151,0.065,0.0260143661424966,1
0.04,1,20,181151,181151,0.065,0.0261897157457681,1
0.06,1,20,181151,181151,0.065,0.0410984494675883,1
0.06,1,20,181891,261002,4.645,0.0410984494675883,1
0.06,2,20,181891,261002,4.645,0.0396039603960396,1
0.06,3,20,181891,261002,4.645,0.0396039603960396,1
0.06,5,20,181891,261002,4.645,0.0396039603960396,1
0.06,10,20,181891,261002,4.645,0.0198019801980198,1
0.06,15,20,181891,261002,4.645,0.0198019801980198,1
0.06,20,20,181891,261002,4.645,0.0198019801980198,1
0.08,1,20,181891,214205,3.12,0.0405699106496015,1
0.08,2,20,181891,214205,3.12,0.0396039603960396,1
0.08,3,20,181891,214205,3.12,0.0396039603960396,1
0.08,5,20,181891,214205,3.12,0.0198019801980198,1
0.08,10,20,181891,214205,3.12,0.0198019801980198,1
0.1,1,20,181891,214205,3.12,0.0385038503850385,1
0.1,2,20,181891,214205,3.12,0.0396039603960396,1
0.1,3,20,181891,214205,3.12,0.0396039603960396,1
0.1,5,20,181891,214205,3.12,0.0198019801980198,1
0.1,10,20,181891,214205,3.12,0.0198019801980198,1
0.12,1,20,181891,214205,3.12,0.0336633663366337,1
0.12,2,20,181891,214205,3.12,0.0396039603960396,1
0.12,3,20,181891,214205,3.12,0.0346534653465347,1
0.12,5,20,181891,214205,3.12,0.0198019801980198,1
0.12,10,20,181891,214205,3.12,0.0198019801980198,1
0.14,1,20,183910,214205,2.735,0.0371287128712871,1
0.14,2,20,183910,214205,2.735,0.0363036303630363,1
0.14,3,20,183910,214205,2.735,0.0297029702970297,1
0.14,5,20,183910,214205,2.735,0.0198019801980198,1
0.16,1,20,183910,214205,2.735,0.0353606789250354,1
0.16,2,20,183910,214205,2.735,0.033003300330033,1
0.16,3,20,183910,214205,2.735,0.0297029702970297,1
0.16,5,20,183910,214205,2.735,0.0198019801980198,1
0.18,1,20,183910,214205,2.5625,0.0353606789250354,1
0.18,2,20,183910,214205,2.5625,0.0297029702970297,1
0.18,3,20,183910,214205,2.5625,0.0247524752475248,1
0.18,5,20,183910,214205,2.5625,0.0198019801980198,1
0.2,1,20,183910,214205,2.5625,0.0325318246110325,1
0.2,2,20,183910,214205,2.5625,0.0297029702970297,1
0.2,3,20,183910,214205,2.5625,0.0198019801980198,1
0.2,5,20,183910,214205,2.5625,0.0198019801980198,1
0.22,1,20,183910,214205,2.5625,0.0325318246110325,1
0.22,2,20,183910,214205,2.5625,0.0297029702970297,1
0.22,3,20,183910,214205,2.5625,0.0198019801980198,1
0.22,5,20,183910,214205,2.5625,0.0198019801980198,1
0.24,1,20,183910,214205,2.5625,0.0363036303630363,1
0.24,2,20,183910,214205,2.5625,0.0297029702970297,1
0.24,3,20,183910,214205,2.5625,0.0198019801980198,1
0.24,5,20,183910,214205,2.5625,0.0198019801980198,1
0.26,1,20,183910,214205,2.3175,0.0346534653465347,1
0.26,2,20,183910,214205,2.3175,0.0264026402640264,1
0.26,3,20,183910,214205,2.3175,0.0148514851485149,1
0.26,5,20,183910,214205,2.3175,0.0198019801980198,1
0.28,1,20,183910,214205,2.3175,0.033003300330033,1
0.28,2,20,183910,214205,2.3175,0.0264026402640264,1
0.28,3,20,183910,214205,2.3175,0.0198019801980198,1
0.28,5,20,183910,214205,2.3175,0.0198019801980198,1
0.3,1,20,183910,214205,2.02,0.0356435643564357,1
0.3,2,20,183910,214205,2.02,0.0264026402640264,1
0.3,3,20,183910,214205,2.02,0.0198019801980198,1
0.32,1,20,183910,214205,2.02,0.0374037403740374,1
0.32,2,20,183910,214205,2.02,0.0264026402640264,1
0.32,3,20,183910,214205,2.02,0.0198019801980198,1
0.34,1,20,183910,214205,2.02,0.0316831683168317,1
0.34,2,20,183910,214205,2.02,0.0231023102310231,1
0.34,3,20,183910,214205,2.02,0.0198019801980198,1
0.36,1,20,183910,214205,2.02,0.0277227722772277,1
0.36,2,20,183910,214205,2.02,0.0198019801980198,1
0.36,3,20,183910,214205,2.02,0.0198019801980198,1
0.38,1,20,183910,214205,2.02,0.0237623762376238,1
0.38,2,20,183910,214205,2.02,0.0198019801980198,1
0.38,3,20,183910,214205,2.02,0.0198019801980198,1
0.4,1,20,183910,214205,2.02,0.0237623762376238,1
0.4,2,20,183910,214205,2.02,0.0165016501650165,1
0.4,3,20,183910,214205,2.02,0.0198019801980198,1
0.42,1,20,183910,214205,1.61,0.0217821782178218,1
0.42,2,20,183910,214205,1.61,0.0165016501650165,1
0.42,3,20,183910,214205,1.61,0.0198019801980198,1
0.44,1,20,183910,214205,1.61,0.0198019801980198,1
0.44,2,20,183910,214205,1.61,0.0165016501650165,1
0.44,3,20,183910,214205,1.61,0.0198019801980198,1
0.46,1,20,183910,214205,1.61,0.0165016501650165,1
0.46,2,20,183910,214205,1.61,0.0198019801980198,1
0.46,3,20,183910,214205,1.61,0.0198019801980198,1
0.48,1,20,183910,214205,1.61,0.0178217821782178,1
0.48,2,20,183910,214205,1.61,0.0297029702970297,1
0.48,3,20,183910,214205,1.61,0.0198019801980198,1
0.5,1,20,190121,214205,1.1275,0.0198019801980198,1
0.5,2,20,190121,214205,1.1275,0.0297029702970297,1
0.08,1,20,231957,231957,0.1325,0.0405699106496015,1
0.1,1,20,231957,231957,0.1325,0.0385038503850385,1
0.12,1,20,231957,231957,0.1325,0.0336633663366337,1
0.02,1,20,2207553,2345598,0.195,0.0421184975640421,2
0.02,2,20,2207553,2345598,0.195,0.0416524411061796,2
0.02,3,20,2207553,2345598,0.195,0.0406461698801459,2
0.04,1,20,2345324,2345327,0.1425,0.0411079082591804,2
0.04,2,20,2345324,2345327,0.1425,0.0427722772277228,2
0.06,1,20,2345324,2345324,0.0925,0.0410984494675883,2
0.08,1,20,2345324,2345324,0.0925,0.0405699106496015,2
0.02,1,20,3190422,3190425,0.04,0.0260143661424966,3
0.02,2,20,3190422,3190425,0.04,0.0335533553355336,3
0.02,1,20,3613001,3613001,0.49,0.0353795379537954,4
0.04,1,20,3613001,3613001,0.49,0.0360836083608361,4
0.06,1,20,3613001,3613001,0.49,0.0410984494675883,4
0.08,1,20,3613001,3613001,0.49,0.0405699106496015,4
0.1,1,20,3613001,3613001,0.49,0.040768782760629,4
0.12,1,20,3613001,3613001,0.49,0.0408040804080408,4
0.14,1,20,3613001,3613001,0.49,0.0405040504050405,4
0.16,1,20,3613001,3613001,0.49,0.0390828556539865,4
0.18,1,20,3613001,3613001,0.49,0.0390828556539865,4
0.2,1,20,3613001,3613001,0.49,0.037953795379538,4
0.22,1,20,3613001,3613001,0.49,0.037953795379538,4
0.24,1,20,3613001,3613001,0.49,0.0384391380314502,4
0.26,1,20,3613001,3613001,0.49,0.0378037803780378,4
0.28,1,20,3613001,3613001,0.49,0.036003600360036,4
0.3,1,20,3613001,3613001,0.49,0.0356435643564357,4
0.32,1,20,3613001,3613001,0.49,0.0374037403740374,4
0.34,1,20,3613001,3613001,0.49,0.0316831683168317,4
0.36,1,20,3613001,3613001,0.49,0.0277227722772277,4
0.38,1,20,3613001,3613001,0.49,0.0237623762376238,4
0.4,1,20,3613001,3613001,0.49,0.0237623762376238,4
0.42,1,20,3613001,3613001,0.49,0.0217821782178218,4
0.44,1,20,3613001,3613001,0.49,0.0198019801980198,4
0.46,1,20,3613001,3613001,0.49,0.0165016501650165,4
0.48,1,20,3613001,3613001,0.49,0.0178217821782178,4
0.02,1,20,3669460,3669694,0.45,0.0421184975640421,5
0.02,2,20,3669460,3669694,0.45,0.0416524411061796,5
0.02,3,20,3669460,3669694,0.45,0.0406461698801459,5
0.04,1,20,3669460,3669694,0.45,0.0411079082591804,5
0.04,2,20,3669460,3669694,0.45,0.0427722772277228,5
0.04,3,20,3669460,3669694,0.45,0.0418041804180418,5
0.06,1,20,3669679,3669694,0.405,0.0410984494675883,5
0.06,2,20,3669679,3669694,0.405,0.0396039603960396,5
0.06,3,20,3669679,3669694,0.405,0.0396039603960396,5
0.08,1,20,3669694,3669694,0.285,0.0405699106496015,5
0.1,1,20,3669694,3669694,0.285,0.040768782760629,5
0.12,1,20,3669694,3669694,0.285,0.0408040804080408,5
0.14,1,20,3669694,3669694,0.285,0.0405040504050405,5
0.16,1,20,3669694,3669694,0.285,0.0390828556539865,5
0.18,1,20,3669694,3669694,0.285,0.0390828556539865,5
0.2,1,20,3669694,3669694,0.285,0.037953795379538,5
0.22,1,20,3669694,3669694,0.285,0.037953795379538,5
0.24,1,20,3669694,3669694,0.285,0.0384391380314502,5
0.26,1,20,3669694,3669694,0.285,0.0389851485148515,5
0.28,1,20,3669694,3669694,0.285,0.0396039603960396,5
0.02,1,20,5213232,5213568,0.065,0.0260143661424966,6
0.02,2,20,5213232,5213568,0.065,0.0335533553355336,6
0.02,1,20,8170070,8170070,0.04,0.0260143661424966,7
0.04,1,20,8170070,8170070,0.04,0.0261897157457681,7
0.02,1,20,8886089,8896849,0.5525,0.0260143661424966,8
0.02,2,20,8886089,8896849,0.5525,0.0335533553355336,8
0.02,3,20,8886089,8896849,0.5525,0.0406461698801459,8
0.02,5,20,8886089,8896849,0.5525,0.0422442244224422,8
0.02,10,20,8886089,8896849,0.5525,0.0264026402640264,8
0.02,15,20,8886089,8896849,0.5525,0.0198019801980198,8
0.04,1,20,8893307,8895950,0.185,0.0261897157457681,8
0.04,2,20,8893307,8895950,0.185,0.0427722772277228,8
0.04,3,20,8893307,8895950,0.185,0.0418041804180418,8
0.06,1,20,8895950,8895950,0.075,0.0410984494675883,8
0.02,1,20,9024889,9024889,0.02,0.0353795379537954,9
0.02,1,20,13011258,13011549,0.06,0.0421184975640421,10
0.02,2,20,13011258,13011549,0.06,0.0416524411061796,10
0.02,3,20,13011258,13011549,0.06,0.0406461698801459,10
0.02,1,20,16108630,16108630,0.0325,0.0353795379537954,11
0.02,1,21,7325969,7325969,0.125,0.0353795379537954,1
0.04,1,21,7325969,7325969,0.125,0.0360836083608361,1
0.06,1,21,7325969,7325969,0.125,0.0410984494675883,1
0.08,1,21,7325969,7325969,0.125,0.0405699106496015,1
0.1,1,21,7325969,7325969,0.125,0.0385038503850385,1
0.12,1,21,7325969,7325969,0.125,0.0336633663366337,1
0.02,1,21,7940941,7957421,0.055,0.0498771681679446,2
0.02,2,21,7940941,7957421,0.055,0.0416524411061796,2
0.02,1,21,7941361,7941361,0.025,0.0498771681679446,2
