CELL,TAG,i,Chr,ldw,dcap,n_flag,n_runs,merge_opp,state
V0.5_c2,bgs,4,Chr1,0.025,10000,1835,514,0.910626702997275,admissible
V0.5_c2,bgs,4,Chr1,0.025,25000,1835,211,0.977656675749319,admissible
V0.5_c2,bgs,4,Chr1,0.025,50000,1835,59,0.994005449591281,admissible
V0.5_c2,bgs,4,Chr1,0.025,1e+05,1835,20,0.998910081743869,admissible
V0.5_c2,bgs,4,Chr1,0.025,250000,1835,4,1,admissible
V0.5_c2,bgs,4,Chr1,0.025,5e+05,1835,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.025,1e+06,1835,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.025,2500000,1835,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.025,5e+06,1835,1,1,under_split
V0.5_c2,bgs,4,Chr2,0.025,10000,1892,521,0.91014799154334,admissible
V0.5_c2,bgs,4,Chr2,0.025,25000,1892,202,0.978858350951374,admissible
V0.5_c2,bgs,4,Chr2,0.025,50000,1892,70,0.993128964059197,admissible
V0.5_c2,bgs,4,Chr2,0.025,1e+05,1892,26,0.997885835095137,admissible
V0.5_c2,bgs,4,Chr2,0.025,250000,1892,7,1,admissible
V0.5_c2,bgs,4,Chr2,0.025,5e+05,1892,1,1,under_split
V0.5_c2,bgs,4,Chr2,0.025,1e+06,1892,1,1,under_split
V0.5_c2,bgs,4,Chr2,0.025,2500000,1892,1,1,under_split
V0.5_c2,bgs,4,Chr2,0.025,5e+06,1892,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.05,10000,354,244,0.491525423728814,admissible
V0.5_c2,bgs,4,Chr1,0.05,25000,354,187,0.700564971751413,admissible
V0.5_c2,bgs,4,Chr1,0.05,50000,354,130,0.838983050847458,admissible
V0.5_c2,bgs,4,Chr1,0.05,1e+05,354,76,0.932203389830508,admissible
V0.5_c2,bgs,4,Chr1,0.05,250000,354,26,0.977401129943503,admissible
V0.5_c2,bgs,4,Chr1,0.05,5e+05,354,12,0.994350282485876,admissible
V0.5_c2,bgs,4,Chr1,0.05,1e+06,354,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.05,2500000,354,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.05,5e+06,354,1,1,under_split
V0.5_c2,bgs,4,Chr2,0.05,10000,393,251,0.529262086513995,admissible
V0.5_c2,bgs,4,Chr2,0.05,25000,393,188,0.715012722646311,admissible
V0.5_c2,bgs,4,Chr2,0.05,50000,393,131,0.849872773536896,admissible
V0.5_c2,bgs,4,Chr2,0.05,1e+05,393,74,0.936386768447837,admissible
V0.5_c2,bgs,4,Chr2,0.05,250000,393,25,0.989821882951654,admissible
V0.5_c2,bgs,4,Chr2,0.05,5e+05,393,7,1,admissible
V0.5_c2,bgs,4,Chr2,0.05,1e+06,393,2,1,admissible
V0.5_c2,bgs,4,Chr2,0.05,2500000,393,1,1,under_split
V0.5_c2,bgs,4,Chr2,0.05,5e+06,393,1,1,under_split
V0.5_c2,bgs,4,Chr1,0.1,10000,38,24,0.526315789473684,admissible
V0.5_c2,bgs,4,Chr1,0.1,25000,38,24,0.526315789473684,admissible
V0.5_c2,bgs,4,Chr1,0.1,50000,38,21,0.605263157894737,admissible
V0.5_c2,bgs,4,Chr1,0.1,1e+05,38,17,0.736842105263158,admissible
V0.5_c2,bgs,4,Chr1,0.1,250000,38,13,0.81578947368421,admissible
V0.5_c2,bgs,4,Chr1,0.1,5e+05,38,8,0.947368421052632,admissible
V0.5_c2,bgs,4,Chr1,0.1,1e+06,38,6,0.973684210526316,admissible
V0.5_c2,bgs,4,Chr1,0.1,2500000,38,6,0.973684210526316,admissible
V0.5_c2,bgs,4,Chr1,0.1,5e+06,38,3,0.973684210526316,admissible
V0.5_c2,bgs,4,Chr2,0.1,10000,46,20,0.782608695652174,admissible
V0.5_c2,bgs,4,Chr2,0.1,25000,46,17,0.826086956521739,admissible
V0.5_c2,bgs,4,Chr2,0.1,50000,46,17,0.826086956521739,admissible
V0.5_c2,bgs,4,Chr2,0.1,1e+05,46,14,0.847826086956522,admissible
V0.5_c2,bgs,4,Chr2,0.1,250000,46,11,0.891304347826087,admissible
V0.5_c2,bgs,4,Chr2,0.1,5e+05,46,7,0.978260869565217,admissible
V0.5_c2,bgs,4,Chr2,0.1,1e+06,46,5,0.978260869565217,admissible
V0.5_c2,bgs,4,Chr2,0.1,2500000,46,2,1,admissible
V0.5_c2,bgs,4,Chr2,0.1,5e+06,46,2,1,admissible
V0.5_c2,bgs,5,Chr1,0.00625,10000,2257,148,0.984935755427559,admissible
V0.5_c2,bgs,5,Chr1,0.00625,25000,2257,48,0.994240141781125,admissible
V0.5_c2,bgs,5,Chr1,0.00625,50000,2257,22,0.99867080194949,admissible
V0.5_c2,bgs,5,Chr1,0.00625,1e+05,2257,10,0.999113867966327,admissible
V0.5_c2,bgs,5,Chr1,0.00625,250000,2257,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.00625,5e+05,2257,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.00625,1e+06,2257,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.00625,2500000,2257,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.00625,5e+06,2257,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.00625,10000,2620,156,0.986259541984733,admissible
V0.5_c2,bgs,5,Chr2,0.00625,25000,2620,44,0.996946564885496,admissible
V0.5_c2,bgs,5,Chr2,0.00625,50000,2620,16,0.999236641221374,admissible
V0.5_c2,bgs,5,Chr2,0.00625,1e+05,2620,4,1,admissible
V0.5_c2,bgs,5,Chr2,0.00625,250000,2620,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.00625,5e+05,2620,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.00625,1e+06,2620,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.00625,2500000,2620,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.00625,5e+06,2620,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.0125,10000,2136,140,0.98501872659176,admissible
V0.5_c2,bgs,5,Chr1,0.0125,25000,2136,44,0.995318352059925,admissible
V0.5_c2,bgs,5,Chr1,0.0125,50000,2136,22,0.999063670411985,admissible
V0.5_c2,bgs,5,Chr1,0.0125,1e+05,2136,8,0.999531835205993,admissible
V0.5_c2,bgs,5,Chr1,0.0125,250000,2136,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.0125,5e+05,2136,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.0125,1e+06,2136,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.0125,2500000,2136,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.0125,5e+06,2136,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.0125,10000,2496,157,0.986378205128205,admissible
V0.5_c2,bgs,5,Chr2,0.0125,25000,2496,48,0.99599358974359,admissible
V0.5_c2,bgs,5,Chr2,0.0125,50000,2496,17,0.998798076923077,admissible
V0.5_c2,bgs,5,Chr2,0.0125,1e+05,2496,4,1,admissible
V0.5_c2,bgs,5,Chr2,0.0125,250000,2496,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.0125,5e+05,2496,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.0125,1e+06,2496,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.0125,2500000,2496,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.0125,5e+06,2496,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.025,10000,1296,172,0.975308641975309,admissible
V0.5_c2,bgs,5,Chr1,0.025,25000,1296,44,0.993055555555556,admissible
V0.5_c2,bgs,5,Chr1,0.025,50000,1296,19,0.998456790123457,admissible
V0.5_c2,bgs,5,Chr1,0.025,1e+05,1296,7,1,admissible
V0.5_c2,bgs,5,Chr1,0.025,250000,1296,2,1,admissible
V0.5_c2,bgs,5,Chr1,0.025,5e+05,1296,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.025,1e+06,1296,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.025,2500000,1296,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.025,5e+06,1296,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.025,10000,1490,189,0.973825503355705,admissible
V0.5_c2,bgs,5,Chr2,0.025,25000,1490,53,0.991275167785235,admissible
V0.5_c2,bgs,5,Chr2,0.025,50000,1490,19,0.995973154362416,admissible
V0.5_c2,bgs,5,Chr2,0.025,1e+05,1490,6,0.999328859060403,admissible
V0.5_c2,bgs,5,Chr2,0.025,250000,1490,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.025,5e+05,1490,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.025,1e+06,1490,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.025,2500000,1490,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.025,5e+06,1490,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.05,10000,426,175,0.842723004694836,admissible
V0.5_c2,bgs,5,Chr1,0.05,25000,426,105,0.938967136150235,admissible
V0.5_c2,bgs,5,Chr1,0.05,50000,426,42,0.990610328638498,admissible
V0.5_c2,bgs,5,Chr1,0.05,1e+05,426,17,0.997652582159624,admissible
V0.5_c2,bgs,5,Chr1,0.05,250000,426,2,1,admissible
V0.5_c2,bgs,5,Chr1,0.05,5e+05,426,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.05,1e+06,426,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.05,2500000,426,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.05,5e+06,426,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.05,10000,487,189,0.839835728952772,admissible
V0.5_c2,bgs,5,Chr2,0.05,25000,487,97,0.936344969199179,admissible
V0.5_c2,bgs,5,Chr2,0.05,50000,487,44,0.97741273100616,admissible
V0.5_c2,bgs,5,Chr2,0.05,1e+05,487,15,0.989733059548255,admissible
V0.5_c2,bgs,5,Chr2,0.05,250000,487,3,1,admissible
V0.5_c2,bgs,5,Chr2,0.05,5e+05,487,2,1,admissible
V0.5_c2,bgs,5,Chr2,0.05,1e+06,487,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.05,2500000,487,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.05,5e+06,487,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.1,10000,40,24,0.6,admissible
V0.5_c2,bgs,5,Chr1,0.1,25000,40,22,0.675,admissible
V0.5_c2,bgs,5,Chr1,0.1,50000,40,19,0.8,admissible
V0.5_c2,bgs,5,Chr1,0.1,1e+05,40,17,0.825,admissible
V0.5_c2,bgs,5,Chr1,0.1,250000,40,10,0.95,admissible
V0.5_c2,bgs,5,Chr1,0.1,5e+05,40,6,1,admissible
V0.5_c2,bgs,5,Chr1,0.1,1e+06,40,4,1,admissible
V0.5_c2,bgs,5,Chr1,0.1,2500000,40,1,1,under_split
V0.5_c2,bgs,5,Chr1,0.1,5e+06,40,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.1,10000,79,49,0.556962025316456,admissible
V0.5_c2,bgs,5,Chr2,0.1,25000,79,42,0.658227848101266,admissible
V0.5_c2,bgs,5,Chr2,0.1,50000,79,36,0.746835443037975,admissible
V0.5_c2,bgs,5,Chr2,0.1,1e+05,79,27,0.848101265822785,admissible
V0.5_c2,bgs,5,Chr2,0.1,250000,79,12,0.949367088607595,admissible
V0.5_c2,bgs,5,Chr2,0.1,5e+05,79,4,1,admissible
V0.5_c2,bgs,5,Chr2,0.1,1e+06,79,2,1,admissible
V0.5_c2,bgs,5,Chr2,0.1,2500000,79,1,1,under_split
V0.5_c2,bgs,5,Chr2,0.1,5e+06,79,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.00625,10000,2785,201,0.981328545780969,admissible
V0.5_c2,bgs,6,Chr1,0.00625,25000,2785,58,0.994614003590664,admissible
V0.5_c2,bgs,6,Chr1,0.00625,50000,2785,21,0.997127468581688,admissible
V0.5_c2,bgs,6,Chr1,0.00625,1e+05,2785,12,0.998922800718133,admissible
V0.5_c2,bgs,6,Chr1,0.00625,250000,2785,5,1,admissible
V0.5_c2,bgs,6,Chr1,0.00625,5e+05,2785,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.00625,1e+06,2785,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.00625,2500000,2785,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.00625,5e+06,2785,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.00625,10000,3352,211,0.988663484486873,admissible
V0.5_c2,bgs,6,Chr2,0.00625,25000,3352,60,0.996121718377088,admissible
V0.5_c2,bgs,6,Chr2,0.00625,50000,3352,16,0.999105011933174,admissible
V0.5_c2,bgs,6,Chr2,0.00625,1e+05,3352,5,0.999701670644391,admissible
V0.5_c2,bgs,6,Chr2,0.00625,250000,3352,3,1,admissible
V0.5_c2,bgs,6,Chr2,0.00625,5e+05,3352,2,1,admissible
V0.5_c2,bgs,6,Chr2,0.00625,1e+06,3352,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.00625,2500000,3352,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.00625,5e+06,3352,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.0125,10000,2643,197,0.980703745743473,admissible
V0.5_c2,bgs,6,Chr1,0.0125,25000,2643,56,0.99470298902762,admissible
V0.5_c2,bgs,6,Chr1,0.0125,50000,2643,20,0.996973136587212,admissible
V0.5_c2,bgs,6,Chr1,0.0125,1e+05,2643,12,0.998864926220204,admissible
V0.5_c2,bgs,6,Chr1,0.0125,250000,2643,5,1,admissible
V0.5_c2,bgs,6,Chr1,0.0125,5e+05,2643,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.0125,1e+06,2643,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.0125,2500000,2643,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.0125,5e+06,2643,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.0125,10000,3098,211,0.986120077469335,admissible
V0.5_c2,bgs,6,Chr2,0.0125,25000,3098,60,0.995803744351194,admissible
V0.5_c2,bgs,6,Chr2,0.0125,50000,3098,16,0.999354422207876,admissible
V0.5_c2,bgs,6,Chr2,0.0125,1e+05,3098,6,0.999677211103938,admissible
V0.5_c2,bgs,6,Chr2,0.0125,250000,3098,3,1,admissible
V0.5_c2,bgs,6,Chr2,0.0125,5e+05,3098,2,1,admissible
V0.5_c2,bgs,6,Chr2,0.0125,1e+06,3098,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.0125,2500000,3098,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.0125,5e+06,3098,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.025,10000,1639,226,0.962782184258694,admissible
V0.5_c2,bgs,6,Chr1,0.025,25000,1639,74,0.986577181208054,admissible
V0.5_c2,bgs,6,Chr1,0.025,50000,1639,25,0.995729103111653,admissible
V0.5_c2,bgs,6,Chr1,0.025,1e+05,1639,11,0.99816961561928,admissible
V0.5_c2,bgs,6,Chr1,0.025,250000,1639,6,0.999389871873093,admissible
V0.5_c2,bgs,6,Chr1,0.025,5e+05,1639,2,1,admissible
V0.5_c2,bgs,6,Chr1,0.025,1e+06,1639,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.025,2500000,1639,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.025,5e+06,1639,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.025,10000,1584,265,0.953282828282828,admissible
V0.5_c2,bgs,6,Chr2,0.025,25000,1584,83,0.988636363636364,admissible
V0.5_c2,bgs,6,Chr2,0.025,50000,1584,24,0.999368686868687,admissible
V0.5_c2,bgs,6,Chr2,0.025,1e+05,1584,7,0.999368686868687,admissible
V0.5_c2,bgs,6,Chr2,0.025,250000,1584,3,1,admissible
V0.5_c2,bgs,6,Chr2,0.025,5e+05,1584,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.025,1e+06,1584,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.025,2500000,1584,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.025,5e+06,1584,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.05,10000,563,225,0.799289520426288,admissible
V0.5_c2,bgs,6,Chr1,0.05,25000,563,125,0.912966252220249,admissible
V0.5_c2,bgs,6,Chr1,0.05,50000,563,58,0.969804618117229,admissible
V0.5_c2,bgs,6,Chr1,0.05,1e+05,563,20,0.989342806394316,admissible
V0.5_c2,bgs,6,Chr1,0.05,250000,563,8,0.998223801065719,admissible
V0.5_c2,bgs,6,Chr1,0.05,5e+05,563,3,1,admissible
V0.5_c2,bgs,6,Chr1,0.05,1e+06,563,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.05,2500000,563,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.05,5e+06,563,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.05,10000,433,186,0.789838337182448,admissible
V0.5_c2,bgs,6,Chr2,0.05,25000,433,106,0.914549653579677,admissible
V0.5_c2,bgs,6,Chr2,0.05,50000,433,61,0.969976905311778,admissible
V0.5_c2,bgs,6,Chr2,0.05,1e+05,433,21,0.990762124711316,admissible
V0.5_c2,bgs,6,Chr2,0.05,250000,433,6,0.995381062355658,admissible
V0.5_c2,bgs,6,Chr2,0.05,5e+05,433,3,1,admissible
V0.5_c2,bgs,6,Chr2,0.05,1e+06,433,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.05,2500000,433,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.05,5e+06,433,1,1,under_split
V0.5_c2,bgs,6,Chr1,0.1,10000,90,51,0.677777777777778,admissible
V0.5_c2,bgs,6,Chr1,0.1,25000,90,46,0.733333333333333,admissible
V0.5_c2,bgs,6,Chr1,0.1,50000,90,38,0.788888888888889,admissible
V0.5_c2,bgs,6,Chr1,0.1,1e+05,90,30,0.844444444444445,admissible
V0.5_c2,bgs,6,Chr1,0.1,250000,90,14,0.933333333333333,admissible
V0.5_c2,bgs,6,Chr1,0.1,5e+05,90,6,0.966666666666667,admissible
V0.5_c2,bgs,6,Chr1,0.1,1e+06,90,3,0.988888888888889,admissible
V0.5_c2,bgs,6,Chr1,0.1,2500000,90,2,1,admissible
V0.5_c2,bgs,6,Chr1,0.1,5e+06,90,1,1,under_split
V0.5_c2,bgs,6,Chr2,0.1,10000,45,28,0.622222222222222,admissible
V0.5_c2,bgs,6,Chr2,0.1,25000,45,24,0.733333333333333,admissible
V0.5_c2,bgs,6,Chr2,0.1,50000,45,23,0.777777777777778,admissible
V0.5_c2,bgs,6,Chr2,0.1,1e+05,45,19,0.866666666666667,admissible
V0.5_c2,bgs,6,Chr2,0.1,250000,45,10,0.866666666666667,admissible
V0.5_c2,bgs,6,Chr2,0.1,5e+05,45,7,0.955555555555556,admissible
V0.5_c2,bgs,6,Chr2,0.1,1e+06,45,4,1,admissible
V0.5_c2,bgs,6,Chr2,0.1,2500000,45,2,1,admissible
V0.5_c2,bgs,6,Chr2,0.1,5e+06,45,2,1,admissible
V0.5_c2,bgs,7,Chr1,0.00625,10000,2836,159,0.991184767277856,admissible
V0.5_c2,bgs,7,Chr1,0.00625,25000,2836,43,0.997884344146686,admissible
V0.5_c2,bgs,7,Chr1,0.00625,50000,2836,20,0.998236953455571,admissible
V0.5_c2,bgs,7,Chr1,0.00625,1e+05,2836,6,0.999294781382229,admissible
V0.5_c2,bgs,7,Chr1,0.00625,250000,2836,5,0.999294781382229,admissible
V0.5_c2,bgs,7,Chr1,0.00625,5e+05,2836,3,0.999647390691114,admissible
V0.5_c2,bgs,7,Chr1,0.00625,1e+06,2836,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.00625,2500000,2836,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.00625,5e+06,2836,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.00625,10000,3148,166,0.988881829733164,admissible
V0.5_c2,bgs,7,Chr2,0.00625,25000,3148,47,0.997141041931385,admissible
V0.5_c2,bgs,7,Chr2,0.00625,50000,3148,14,1,admissible
V0.5_c2,bgs,7,Chr2,0.00625,1e+05,3148,4,1,admissible
V0.5_c2,bgs,7,Chr2,0.00625,250000,3148,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.00625,5e+05,3148,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.00625,1e+06,3148,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.00625,2500000,3148,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.00625,5e+06,3148,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.0125,10000,2655,164,0.990583804143126,admissible
V0.5_c2,bgs,7,Chr1,0.0125,25000,2655,41,0.99774011299435,admissible
V0.5_c2,bgs,7,Chr1,0.0125,50000,2655,20,0.998116760828625,admissible
V0.5_c2,bgs,7,Chr1,0.0125,1e+05,2655,6,0.99924670433145,admissible
V0.5_c2,bgs,7,Chr1,0.0125,250000,2655,5,0.99924670433145,admissible
V0.5_c2,bgs,7,Chr1,0.0125,5e+05,2655,3,0.999623352165725,admissible
V0.5_c2,bgs,7,Chr1,0.0125,1e+06,2655,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.0125,2500000,2655,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.0125,5e+06,2655,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.0125,10000,2854,164,0.990539593552908,admissible
V0.5_c2,bgs,7,Chr2,0.0125,25000,2854,46,0.996496145760336,admissible
V0.5_c2,bgs,7,Chr2,0.0125,50000,2854,15,0.999299229152067,admissible
V0.5_c2,bgs,7,Chr2,0.0125,1e+05,2854,5,1,admissible
V0.5_c2,bgs,7,Chr2,0.0125,250000,2854,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.0125,5e+05,2854,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.0125,1e+06,2854,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.0125,2500000,2854,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.0125,5e+06,2854,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.025,10000,1512,198,0.974867724867725,admissible
V0.5_c2,bgs,7,Chr1,0.025,25000,1512,63,0.994047619047619,admissible
V0.5_c2,bgs,7,Chr1,0.025,50000,1512,26,0.996031746031746,admissible
V0.5_c2,bgs,7,Chr1,0.025,1e+05,1512,10,0.998677248677249,admissible
V0.5_c2,bgs,7,Chr1,0.025,250000,1512,5,0.998677248677249,admissible
V0.5_c2,bgs,7,Chr1,0.025,5e+05,1512,4,0.998677248677249,admissible
V0.5_c2,bgs,7,Chr1,0.025,1e+06,1512,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.025,2500000,1512,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.025,5e+06,1512,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.025,10000,1547,222,0.974143503555268,admissible
V0.5_c2,bgs,7,Chr2,0.025,25000,1547,57,0.993535875888817,admissible
V0.5_c2,bgs,7,Chr2,0.025,50000,1547,16,0.998707175177763,admissible
V0.5_c2,bgs,7,Chr2,0.025,1e+05,1547,6,1,admissible
V0.5_c2,bgs,7,Chr2,0.025,250000,1547,2,1,admissible
V0.5_c2,bgs,7,Chr2,0.025,5e+05,1547,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.025,1e+06,1547,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.025,2500000,1547,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.025,5e+06,1547,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.05,10000,532,199,0.843984962406015,admissible
V0.5_c2,bgs,7,Chr1,0.05,25000,532,118,0.93984962406015,admissible
V0.5_c2,bgs,7,Chr1,0.05,50000,532,56,0.977443609022556,admissible
V0.5_c2,bgs,7,Chr1,0.05,1e+05,532,16,0.994360902255639,admissible
V0.5_c2,bgs,7,Chr1,0.05,250000,532,6,0.996240601503759,admissible
V0.5_c2,bgs,7,Chr1,0.05,5e+05,532,3,0.99812030075188,admissible
V0.5_c2,bgs,7,Chr1,0.05,1e+06,532,2,1,admissible
V0.5_c2,bgs,7,Chr1,0.05,2500000,532,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.05,5e+06,532,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.05,10000,473,215,0.769556025369979,admissible
V0.5_c2,bgs,7,Chr2,0.05,25000,473,132,0.885835095137421,admissible
V0.5_c2,bgs,7,Chr2,0.05,50000,473,62,0.968287526427061,admissible
V0.5_c2,bgs,7,Chr2,0.05,1e+05,473,19,0.995771670190275,admissible
V0.5_c2,bgs,7,Chr2,0.05,250000,473,3,1,admissible
V0.5_c2,bgs,7,Chr2,0.05,5e+05,473,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.05,1e+06,473,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.05,2500000,473,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.05,5e+06,473,1,1,under_split
V0.5_c2,bgs,7,Chr1,0.1,10000,80,41,0.7,admissible
V0.5_c2,bgs,7,Chr1,0.1,25000,80,33,0.775,admissible
V0.5_c2,bgs,7,Chr1,0.1,50000,80,27,0.8375,admissible
V0.5_c2,bgs,7,Chr1,0.1,1e+05,80,18,0.9,admissible
V0.5_c2,bgs,7,Chr1,0.1,250000,80,9,0.9625,admissible
V0.5_c2,bgs,7,Chr1,0.1,5e+05,80,6,0.975,admissible
V0.5_c2,bgs,7,Chr1,0.1,1e+06,80,5,0.975,admissible
V0.5_c2,bgs,7,Chr1,0.1,2500000,80,2,0.9875,admissible
V0.5_c2,bgs,7,Chr1,0.1,5e+06,80,1,1,under_split
V0.5_c2,bgs,7,Chr2,0.1,10000,64,39,0.5625,admissible
V0.5_c2,bgs,7,Chr2,0.1,25000,64,35,0.65625,admissible
V0.5_c2,bgs,7,Chr2,0.1,50000,64,27,0.765625,admissible
V0.5_c2,bgs,7,Chr2,0.1,1e+05,64,20,0.828125,admissible
V0.5_c2,bgs,7,Chr2,0.1,250000,64,13,0.890625,admissible
V0.5_c2,bgs,7,Chr2,0.1,5e+05,64,4,0.984375,admissible
V0.5_c2,bgs,7,Chr2,0.1,1e+06,64,3,1,admissible
V0.5_c2,bgs,7,Chr2,0.1,2500000,64,3,1,admissible
V0.5_c2,bgs,7,Chr2,0.1,5e+06,64,1,1,under_split
V0.5_c2,bgs,8,Chr1,0.00625,10000,3425,208,0.987153284671533,admissible
V0.5_c2,bgs,8,Chr1,0.00625,25000,3425,60,0.996204379562044,admissible
V0.5_c2,bgs,8,Chr1,0.00625,50000,3425,22,0.999124087591241,admissible
V0.5_c2,bgs,8,Chr1,0.00625,1e+05,3425,4,1,admissible
V0.5_c2,bgs,8,Chr1,0.00625,250000,3425,1,1,under_split
V0.5_c2,bgs,8,Chr1,0.00625,5e+05,3425,1,1,under_split
V0.5_c2,bgs,8,Chr1,0.00625,1e+06,3425,1,1,under_split
V0.5_c2,bgs,8,Chr1,0.00625,2500000,3425,1,1,under_split
V0.5_c2,bgs,8,Chr1,0.00625,5e+06,3425,1,1,under_split
V0.5_c2,bgs,8,Chr2,0.00625,10000,3655,223,0.984952120383037,admissible
V0.5_c2,bgs,8,Chr2,0.00625,25000,3655,71,0.995075239398085,admissible
V0.5_c2,bgs,8,Chr2,0.00625,50000,3655,22,0.999179206566347,admissible
V0.5_c2,bgs,8,Chr2,0.00625,1e+05,3655,3,0.999726402188782,admissible
V0.5_c2,bgs,8,Chr2,0.00625,250000,3655,1,1,under_split
V0.5_c2,bgs,8,Chr2,0.00625,5e+05,3655,1,1,under_split
V0.5_c2,bgs,8,Chr2,0.00625,1e+06,3655,1,1,under_split
V0.5_c2,bgs,8,Chr2,0.00625,2500000,3655,1,1,under_split
