marker	chr	scaffold	cM_FTC	cM_BEPA	old_chr	old_start	old_end	old_mid	new_chr	new_start	new_end	new_mid	bin_length
62_1	12	62	17.769	19.936	12	181397	536391	358894	12	1062723	1417717	1240220	354995
62_2	12	62	23.485	29.406	12	536392	891386	713889	12	1417718	1772712	1595215	354995
62_3	12	62	26.322	33.133	12	891387	1246382	1068884	12	1772713	2127708	1950210	354996
99_2	12	99	28.165	37.647	Un	23966125	24176448	24071286	12	2128709	2339032	2233870	210324
99_1	12	99	29.623	40.082	Un	23755801	23966124	23860962	12	2339033	2549356	2444194	210324
68_1	12	68	37.726	45.562	Un	16636734	17071319	16854026	12	2550357	2984942	2767649	434586
68_2	12	68	40.337	47.771	Un	17071320	17505905	17288612	12	2984943	3419528	3202235	434586
64_1	12	64	41.365	49.181	12	1247383	1727896	1487639	12	3420529	3901042	3660785	480514
64_2	12	64	43.662	50.605	12	1727897	2208411	1968154	12	3901043	4381557	4141300	480515
6_29	12	6	46.033	52.371	12	16053194	16547614	16300404	12	4382558	4876978	4629768	494421
6_28	12	6	47.859	53.139	12	15558773	16053193	15805983	12	4876979	5371399	5124189	494421
6_27	12	6	48.32	54.061	12	15064352	15558772	15311562	12	5371400	5865820	5618610	494421
6_26	12	6	49.368	54.864	12	14569931	15064351	14817141	12	5865821	6360241	6113031	494421
6_25	12	6	51.176	55.62	12	14075510	14569930	14322720	12	6360242	6854662	6607452	494421
6_24	12	6	51.748	56.085	12	13581089	14075509	13828299	12	6854663	7349083	7101873	494421
6_23	12	6	51.731	56.497	12	13086668	13581088	13333878	12	7349084	7843504	7596294	494421
6_22	12	6	51.868	56.49	12	12592247	13086667	12839457	12	7843505	8337925	8090715	494421
6_21	12	6	52.052	56.668	12	12097826	12592246	12345036	12	8337926	8832346	8585136	494421
6_20	12	6	52.874	57.289	12	11603405	12097825	11850615	12	8832347	9326767	9079557	494421
6_19	12	6	53.536	57.78	12	11108984	11603404	11356194	12	9326768	9821188	9573978	494421
6_18	12	6	53.922	58.288	12	10614563	11108983	10861773	12	9821189	10315609	10068399	494421
6_17	12	6	53.909	58.487	12	10120142	10614562	10367352	12	10315610	10810030	10562820	494421
6_16	12	6	54.606	58.594	12	9625721	10120141	9872931	12	10810031	11304451	11057241	494421
6_15	12	6	54.75		12	9131300	9625720	9378510	12	11304452	11798872	11551662	494421
6_14	12	6	55.495	59.838	12	8636879	9131299	8884089	12	11798873	12293293	12046083	494421
6_13	12	6	56.546	60.207	12	8142458	8636878	8389668	12	12293294	12787714	12540504	494421
6_12	12	6	56.629	61.356	12	7648037	8142457	7895247	12	12787715	13282135	13034925	494421
6_11	12	6	57.277	62.174	12	7153616	7648036	7400826	12	13282136	13776556	13529346	494421
6_10	12	6	57.702	63.221	12	6659195	7153615	6906405	12	13776557	14270977	14023767	494421
6_9	12	6	58.88	64.862	12	6164774	6659194	6411984	12	14270978	14765398	14518188	494421
6_8	12	6	59.731	65.998	12	5670353	6164773	5917563	12	14765399	15259819	15012609	494421
6_7	12	6	60.365	67.75	12	5175932	5670352	5423142	12	15259820	15754240	15507030	494421
6_6	12	6	63.406	72.074	12	4681512	5175931	4928721	12	15754241	16248660	16001450	494420
6_5	12	6	65.71	74.415	12	4187092	4681511	4434301	12	16248661	16743080	16495870	494420
6_4	12	6	66.454	75.706	12	3692672	4187091	3939881	12	16743081	17237500	16990290	494420
6_3	12	6	66.537	77.426	12	3198252	3692671	3445461	12	17237501	17731920	17484710	494420
6_2	12	6	67.345	79.192	12	2703832	3198251	2951041	12	17731921	18226340	17979130	494420
6_1	12	6	67.965		12	2209412	2703831	2456621	12	18226341	18720760	18473550	494420
70_2	12	70	67.841	80.0	12	16919067	17289518	17104292	12	18721761	19092212	18906986	370452
70_1	12	70	68.792	81.34	12	16548615	16919066	16733840	12	19092213	19462664	19277438	370452
60_3	12	60	69.953	84.08	12	18030885	18401067	18215976	12	19463665	19833847	19648756	370183
60_2	12	60	72.924	86.98	12	17660702	18030884	17845793	12	19833848	20204030	20018939	370183
60_1	12	60	75.23	88.509	12	17290519	17660701	17475610	12	20204031	20574213	20389122	370183
148_1	12	148	75.965	91.557	Un	31778178	31876631	31827404	12	20575214	20673667	20624440	98454
148_2	12	148	76.874	94.285	Un	31876632	31975086	31925859	12	20673668	20772122	20722895	98455
51_3	13	51	0.0	0.0	13	982843	1474264	1228553	13	1	491422	245711	491422
51_2	13	51	0.373	1.729	13	491422	982842	737132	13	491423	982843	737133	491421
51_1	13	51	0.458	4.309	13	1	491421	245711	13	982844	1474264	1228554	491421
52_1	13	52	0.716	4.876	13	1475265	1924895	1700080	13	1475265	1924895	1700080	449631
52_2	13	52	1.225	7.409	13	1924896	2374526	2149711	13	1924896	2374526	2149711	449631
52_3	13	52	2.447	10.28	13	2374527	2824157	2599342	13	2374527	2824157	2599342	449631
4_1	13	4	3.465	12.484	13	2825158	3314407	3069782	13	2825158	3314407	3069782	489250
4_2	13	4	4.445	14.49	13	3314408	3803657	3559032	13	3314408	3803657	3559032	489250
4_3	13	4	6.052	17.43	13	3803658	4292907	4048282	13	3803658	4292907	4048282	489250
4_4	13	4	7.888	18.44	13	4292908	4782157	4537532	13	4292908	4782157	4537532	489250
4_5	13	4	9.839	20.223	13	4782158	5271407	5026782	13	4782158	5271407	5026782	489250
4_6	13	4	11.743	21.033	13	5271408	5760657	5516032	13	5271408	5760657	5516032	489250
4_7	13	4	13.466		13	5760658	6249907	6005282	13	5760658	6249907	6005282	489250
4_8	13	4	14.228	23.834	13	6249908	6739157	6494532	13	6249908	6739157	6494532	489250
4_9	13	4	15.223	24.254	13	6739158	7228407	6983782	13	6739158	7228407	6983782	489250
4_10	13	4	15.323	24.195	13	7228408	7717657	7473032	13	7228408	7717657	7473032	489250
4_11	13	4	16.085	25.725	13	7717658	8206907	7962282	13	7717658	8206907	7962282	489250
4_12	13	4	16.319	26.634	13	8206908	8696157	8451532	13	8206908	8696157	8451532	489250
4_13	13	4	16.653	27.206	13	8696158	9185407	8940782	13	8696158	9185407	8940782	489250
4_14	13	4	16.936	27.719	13	9185408	9674657	9430032	13	9185408	9674657	9430032	489250
4_15	13	4	17.576	28.144	13	9674658	10163907	9919282	13	9674658	10163907	9919282	489250
4_16	13	4	17.928	28.886	13	10163908	10653157	10408532	13	10163908	10653157	10408532	489250
4_17	13	4	18.103	29.251	13	10653158	11142407	10897782	13	10653158	11142407	10897782	489250
4_18	13	4	18.432	29.729	13	11142408	11631657	11387032	13	11142408	11631657	11387032	489250
4_19	13	4	18.625	29.637	13	11631658	12120908	11876283	13	11631658	12120908	11876283	489251
4_20	13	4	18.801	30.088	13	12120909	12610159	12365534	13	12120909	12610159	12365534	489251
4_21	13	4	19.686	30.245	13	12610160	13099410	12854785	13	12610160	13099410	12854785	489251
4_22	13	4	20.34	30.738	13	13099411	13588661	13344036	13	13099411	13588661	13344036	489251
4_23	13	4	21.136	31.444	13	13588662	14077912	13833287	13	13588662	14077912	13833287	489251
4_24	13	4	21.38	32.232	13	14077913	14567163	14322538	13	14077913	14567163	14322538	489251
4_25	13	4	21.53	33.156	13	14567164	15056414	14811789	13	14567164	15056414	14811789	489251
4_26	13	4	22.57	33.886	13	15056415	15545665	15301040	13	15056415	15545665	15301040	489251
4_27	13	4	23.45	35.643	13	15545666	16034916	15790291	13	15545666	16034916	15790291	489251
4_28	13	4	24.565	37.385	13	16034917	16524167	16279542	13	16034917	16524167	16279542	489251
4_29	13	4	26.8	40.442	13	16524168	17013418	16768793	13	16524168	17013418	16768793	489251
4_30	13	4		42.314	13	17013419	17502669	17258044	13	17013419	17502669	17258044	489251
4_31	13	4	32.582	46.149	13	17502670	17991920	17747295	13	17502670	17991920	17747295	489251
4_32	13	4	39.223	54.463	13	17991921	18481171	18236546	13	17991921	18481171	18236546	489251
57_3	13	57	46.935	60.924	13	19261118	19650590	19455854	13	18482172	18871644	18676908	389473
57_2	13	57	51.2	65.896	13	18871645	19261117	19066381	13	18871645	19261117	19066381	389473
57_1	13	57	55.417	69.577	13	18482172	18871644	18676908	13	19261118	19650590	19455854	389473
220_1	13	220	64.294		Un	40784669	40844717	40814693	13	19651591	19711639	19681615	60049
107_2	13	107	68.04	76.151	13	19861046	20070501	19965773	13	19772689	19982144	19877416	209456
107_1	13	107	66.646	79.018	13	19651591	19861045	19756318	13	19982145	20191599	20086872	209455
200_1	13	200	65.511	79.564	Un	38806662	38857298	38831980	13	20192600	20243236	20217918	50637
150_2	13	150	65.773	80.015	Un	32259678	32354918	32307298	13	20294875	20390115	20342495	95241
150_1	13	150	65.877	80.434	Un	32164438	32259677	32212057	13	20390116	20485355	20437735	95240
133_2	13	133	64.792	81.07	Un	29704740	29837943	29771341	13	20619559	20752762	20686160	133204
176_2	14	176		0.0	Un	36271644	36342913	36307278	14	71271	142540	106905	71270
116_2	14	116	0.364	1.359	14	172861	345721	259291	14	143541	316401	229971	172861
116_1	14	116	0.0	2.041	14	1	172860	86430	14	316402	489261	402831	172860
197_1	14	197	0.689		Un	38481573	38539286	38510429	14	490262	547975	519118	57714
197_2	14	197	0.893	2.398	Un	38539287	38597001	38568144	14	547976	605690	576833	57715
168_2	14	168	2.584	3.132	Un	35220723	35297961	35259342	14	606691	683929	645310	77239
168_1	14	168	3.684	3.67	Un	35143484	35220722	35182103	14	683930	761168	722549	77239
12_1	14	12	6.671	5.629	14	346722	836575	591648	14	762169	1252022	1007095	489854
12_2	14	12	12.48	12.391	14	836576	1326429	1081502	14	1252023	1741876	1496949	489854
12_3	14	12	21.559	19.306	14	1326430	1816283	1571356	14	1741877	2231730	1986803	489854
12_4	14	12	31.189	27.364	14	1816284	2306137	2061210	14	2231731	2721584	2476657	489854
12_5	14	12	36.855	33.164	14	2306138	2795991	2551064	14	2721585	3211438	2966511	489854
12_6	14	12	41.932	38.084	14	2795992	3285845	3040918	14	3211439	3701292	3456365	489854
12_7	14	12	44.638	42.51	14	3285846	3775699	3530772	14	3701293	4191146	3946219	489854
12_8	14	12	47.761	44.386	14	3775700	4265553	4020626	14	4191147	4681000	4436073	489854
12_9	14	12	50.363		14	4265554	4755407	4510480	14	4681001	5170854	4925927	489854
12_10	14	12	51.595	47.64	14	4755408	5245261	5000334	14	5170855	5660708	5415781	489854
12_11	14	12	52.285	49.303	14	5245262	5735115	5490188	14	5660709	6150562	5905635	489854
12_12	14	12	53.977	49.798	14	5735116	6224969	5980042	14	6150563	6640416	6395489	489854
12_13	14	12	55.396	51.477	14	6224970	6714823	6469896	14	6640417	7130270	6885343	489854
12_14	14	12	57.045	52.21	14	6714824	7204677	6959750	14	7130271	7620124	7375197	489854
12_15	14	12	58.094	52.738	14	7204678	7694531	7449604	14	7620125	8109978	7865051	489854
12_16	14	12	59.584	53.506	14	7694532	8184385	7939458	14	8109979	8599832	8354905	489854
12_17	14	12	60.583	54.127	14	8184386	8674240	8429313	14	8599833	9089687	8844760	489855
12_18	14	12	61.694	55.727	14	8674241	9164095	8919168	14	9089688	9579542	9334615	489855
12_19	14	12	62.719	56.435	14	9164096	9653950	9409023	14	9579543	10069397	9824470	489855
12_20	14	12	63.524	57.271	14	9653951	10143805	9898878	14	10069398	10559252	10314325	489855
12_21	14	12	64.7	58.398	14	10143806	10633660	10388733	14	10559253	11049107	10804180	489855
12_22	14	12	65.242	60.138	14	10633661	11123515	10878588	14	11049108	11538962	11294035	489855
12_23	14	12	66.045	61.489	14	11123516	11613370	11368443	14	11538963	12028817	11783890	489855
12_24	14	12	66.339	62.58	14	11613371	12103225	11858298	14	12028818	12518672	12273745	489855
12_25	14	12	66.974		14	12103226	12593080	12348153	14	12518673	13008527	12763600	489855
12_26	14	12	66.854		14	12593081	13082935	12838008	14	13008528	13498382	13253455	489855
40_5	14	40	66.67	64.973	14	14813956	15246461	15030208	14	13499383	13931888	13715635	432506
40_4	14	40	66.543	64.568	14	14381451	14813955	14597703	14	13931889	14364393	14148141	432505
40_3	14	40	66.787	67.128	14	13948946	14381450	14165198	14	14364394	14796898	14580646	432505
40_2	14	40	68.312	68.887	14	13516441	13948945	13732693	14	14796899	15229403	15013151	432505
40_1	14	40	68.949		14	13083936	13516440	13300188	14	15229404	15661908	15445656	432505
88_2	14	88	69.602	72.179	Un	21013174	21267600	21140387	14	15662909	15917335	15790122	254427
88_1	14	88		72.989	Un	20758748	21013173	20885960	14	15917336	16171761	16044548	254426
110_2	15	110	0.0	0.0	15	170771	341541	256156	15	1	170771	85386	170771
110_1	15	110	0.319	3.591	15	1	170770	85385	15	170772	341541	256156	170770
159_1	15	159		5.008	Un	33535842	33619266	33577554	15	342542	425966	384254	83425
159_2	15	159	2.771	5.324	Un	33619267	33702692	33660979	15	425967	509392	467679	83426
184_2	15	184	3.829	6.15	Un	37271758	37345605	37308681	15	510393	584240	547316	73848
184_1	15	184	4.235	6.484	Un	37197910	37271757	37234833	15	584241	658088	621164	73848
72_2	15	72	7.397	8.964	15	706205	1069868	888036	15	659089	1022752	840920	363664
72_1	15	72	13.732	12.509	15	342542	706204	524373	15	1022753	1386415	1204584	363663
10_1	15	10	20.774	18.455	15	1070869	1563792	1317330	15	1387416	1880339	1633877	492924
10_2	15	10	26.37	25.956	15	1563793	2056716	1810254	15	1880340	2373263	2126801	492924
10_3	15	10	32.786	36.144	15	2056717	2549640	2303178	15	2373264	2866187	2619725	492924
10_4	15	10	38.094	41.99	15	2549641	3042564	2796102	15	2866188	3359111	3112649	492924
10_5	15	10	41.574	44.89	15	3042565	3535488	3289026	15	3359112	3852035	3605573	492924
10_6	15	10	44.216		15	3535489	4028412	3781950	15	3852036	4344959	4098497	492924
10_7	15	10	45.806	50.193	15	4028413	4521336	4274874	15	4344960	4837883	4591421	492924
10_8	15	10	46.403		15	4521337	5014260	4767798	15	4837884	5330807	5084345	492924
10_9	15	10	47.445	51.61	15	5014261	5507185	5260723	15	5330808	5823732	5577270	492925
10_10	15	10	48.657	52.085	15	5507186	6000110	5753648	15	5823733	6316657	6070195	492925
10_11	15	10	49.394	52.567	15	6000111	6493035	6246573	15	6316658	6809582	6563120	492925
10_12	15	10	49.916	53.35	15	6493036	6985960	6739498	15	6809583	7302507	7056045	492925
10_13	15	10	50.535	53.932	15	6985961	7478885	7232423	15	7302508	7795432	7548970	492925
10_14	15	10	51.178	54.242	15	7478886	7971810	7725348	15	7795433	8288357	8041895	492925
10_15	15	10	51.468	55.377	15	7971811	8464735	8218273	15	8288358	8781282	8534820	492925
10_16	15	10	52.401	56.112	15	8464736	8957660	8711198	15	8781283	9274207	9027745	492925
10_17	15	10	53.505	56.975	15	8957661	9450585	9204123	15	9274208	9767132	9520670	492925
10_18	15	10	54.41	58.208	15	9450586	9943510	9697048	15	9767133	10260057	10013595	492925
10_19	15	10	56.09	60.143	15	9943511	10436435	10189973	15	10260058	10752982	10506520	492925
10_20	15	10	57.842	61.483	15	10436436	10929360	10682898	15	10752983	11245907	10999445	492925
10_21	15	10	60.066	63.331	15	10929361	11422285	11175823	15	11245908	11738832	11492370	492925
10_22	15	10	61.09	64.192	15	11422286	11915210	11668748	15	11738833	12231757	11985295	492925
10_23	15	10	61.803	66.735	15	11915211	12408135	12161673	15	12231758	12724682	12478220	492925
10_24	15	10	65.321	68.644	15	12408136	12901060	12654598	15	12724683	13217607	12971145	492925
10_25	15	10	64.508	69.009	15	12901061	13393985	13147523	15	13217608	13710532	13464070	492925
10_26	15	10	64.718	71.106	15	13393986	13886910	13640448	15	13710533	14203457	13956995	492925
10_27	15	10	64.801		15	13886911	14379835	14133373	15	14203458	14696382	14449920	492925
128_2	15	128	64.595		Un	28417991	28543617	28480804	15	14697383	14823009	14760196	125627
128_1	15	128	65.237		Un	28292364	28417990	28355177	15	14823010	14948636	14885823	125627
45_4	15	45	64.954	70.279	15	15737613	16189872	15963742	15	14949637	15401896	15175766	452260
45_3	15	45	65.083	73.596	15	15285354	15737612	15511483	15	15401897	15854155	15628026	452259
45_2	15	45	66.849	77.507	15	14833095	15285353	15059224	15	15854156	16306414	16080285	452259
45_1	15	45	67.432	80.367	15	14380836	14833094	14606965	15	16306415	16758673	16532544	452259
84_1	15	84	67.747	81.693	Un	20194315	20476030	20335172	15	16759674	17041389	16900531	281716
84_2	15	84	68.406	82.687	Un	20476031	20757747	20616889	15	17041390	17323106	17182248	281717
26_1	16	26	0.0	0.0	16	1	480127	240064	16	1	480127	240064	480127
26_2	16	26	0.595	1.315	16	480128	960254	720191	16	480128	960254	720191	480127
26_3	16	26	1.301	1.958	16	960255	1440381	1200318	16	960255	1440381	1200318	480127
26_4	16	26	3.878	4.472	16	1440382	1920508	1680445	16	1440382	1920508	1680445	480127
26_5	16	26	5.608	5.92	16	1920509	2400635	2160572	16	1920509	2400635	2160572	480127
26_6	16	26	10.171	9.529	16	2400636	2880762	2640699	16	2400636	2880762	2640699	480127
26_7	16	26	14.993	16.151	16	2880763	3360890	3120826	16	2880763	3360890	3120826	480128
26_8	16	26	16.573	20.59	16	3360891	3841018	3600954	16	3360891	3841018	3600954	480128
26_9	16	26	18.323	22.329	16	3841019	4321146	4081082	16	3841019	4321146	4081082	480128
26_10	16	26	19.938	24.39	16	4321147	4801274	4561210	16	4321147	4801274	4561210	480128
26_11	16	26	20.777	25.228	16	4801275	5281402	5041338	16	4801275	5281402	5041338	480128
14_1	16	14	21.852	26.883	16	5282403	5777235	5529819	16	5282403	5777235	5529819	494833
14_2	16	14	22.308	28.748	16	5777236	6272068	6024652	16	5777236	6272068	6024652	494833
14_3	16	14	23.001	29.501	16	6272069	6766901	6519485	16	6272069	6766901	6519485	494833
14_4	16	14	24.5	30.77	16	6766902	7261735	7014318	16	6766902	7261735	7014318	494834
14_5	16	14	24.806	31.625	16	7261736	7756569	7509152	16	7261736	7756569	7509152	494834
14_6	16	14	25.753	32.203	16	7756570	8251403	8003986	16	7756570	8251403	8003986	494834
14_7	16	14	26.076	32.86	16	8251404	8746237	8498820	16	8251404	8746237	8498820	494834
14_8	16	14	26.802	33.551	16	8746238	9241071	8993654	16	8746238	9241071	8993654	494834
14_9	16	14	27.607	34.333	16	9241072	9735905	9488488	16	9241072	9735905	9488488	494834
14_10	16	14	28.071	34.733	16	9735906	10230739	9983322	16	9735906	10230739	9983322	494834
14_11	16	14	28.435	35.005	16	10230740	10725573	10478156	16	10230740	10725573	10478156	494834
14_12	16	14	29.271	35.008	16	10725574	11220407	10972990	16	10725574	11220407	10972990	494834
14_13	16	14	30.005	35.455	16	11220408	11715241	11467824	16	11220408	11715241	11467824	494834
14_14	16	14	30.766	35.833	16	11715242	12210075	11962658	16	11715242	12210075	11962658	494834
14_15	16	14	30.594	36.478	16	12210076	12704909	12457492	16	12210076	12704909	12457492	494834
14_16	16	14	30.614	36.79	16	12704910	13199743	12952326	16	12704910	13199743	12952326	494834
14_17	16	14		37.769	16	13199744	13694577	13447160	16	13199744	13694577	13447160	494834
14_18	16	14	33.225	39.33	16	13694578	14189411	13941994	16	13694578	14189411	13941994	494834
14_19	16	14	34.956	40.688	16	14189412	14684245	14436828	16	14189412	14684245	14436828	494834
14_20	16	14		42.684	16	14684246	15179079	14931662	16	14684246	15179079	14931662	494834
14_21	16	14	38.128	46.764	16	15179080	15673913	15426496	16	15179080	15673913	15426496	494834
14_22	16	14		51.301	16	15673914	16168747	15921330	16	15673914	16168747	15921330	494834
44_4	16	44		58.73	16	17629278	18115788	17872533	16	16169748	16656258	16413003	486511
44_3	16	44	55.971	72.418	16	17142768	17629277	17386022	16	16656259	17142768	16899513	486510
44_2	16	44	59.399	78.264	16	16656258	17142767	16899512	16	17142769	17629278	17386023	486510
44_1	16	44	59.411	78.259	16	16169748	16656257	16413002	16	17629279	18115788	17872533	486510
115_2	16	115	62.437	83.992	Un	26533530	26705539	26619534	16	18116789	18288798	18202793	172010
115_1	16	115	66.322	85.264	Un	26361521	26533529	26447525	16	18288799	18460807	18374803	172009
181_1	16	181	67.194	87.813	Un	36925937	36993667	36959802	16	18461808	18529538	18495673	67731
181_2	16	181	67.829		Un	36993668	37061398	37027533	16	18529539	18597269	18563404	67731
69_2	16	69	68.488	89.586	Un	17913694	18320481	18117087	16	18598270	19005057	18801663	406788
69_1	16	69	68.78	89.42	Un	17506906	17913693	17710299	16	19005058	19411845	19208451	406788
202_2	16	202		86.467	Un	39107414	39162288	39134851	16	19412846	19467720	19440283	54875
202_1	16	202	70.771	87.395	Un	39052540	39107413	39079976	16	19467721	19522594	19495157	54874
89_1	17	89	0.0		Un	21268601	21540467	21404534	17	1	271867	135934	271867
89_2	17	89	0.344	0.0	Un	21540468	21812334	21676401	17	271868	543734	407801	271867
109_2	17	109	0.629	1.764	17	204807	409613	307210	17	544735	749541	647138	204807
109_1	17	109	2.0	2.963	17	1	204806	102403	17	749542	954347	851944	204806
136_2	17	136	2.971		17	526062	641510	583786	17	955348	1070796	1013072	115449
136_1	17	136	3.536	5.035	17	410614	526061	468337	17	1070797	1186244	1128520	115448
191_2	17	191	4.193	5.673	17	704194	765877	735035	17	1248928	1310611	1279769	61684
174_1	17	174	5.019		17	766878	851045	808961	17	1311612	1395779	1353695	84168
174_2	17	174	5.596	9.872	17	851046	935213	893129	17	1395780	1479947	1437863	84168
25_2	17	25	11.524	17.685	17	1395542	1854869	1625205	17	1940276	2399603	2169939	459328
25_3	17	25	15.336	23.128	17	1854870	2314197	2084533	17	2399604	2858931	2629267	459328
25_4	17	25	23.123	35.496	17	2314198	2773525	2543861	17	2858932	3318259	3088595	459328
25_5	17	25	26.243	39.567	17	2773526	3232854	3003190	17	3318260	3777588	3547924	459329
25_6	17	25	28.352	43.401	17	3232855	3692183	3462519	17	3777589	4236917	4007253	459329
25_7	17	25	29.611	46.77	17	3692184	4151512	3921848	17	4236918	4696246	4466582	459329
25_8	17	25	31.256	48.57	17	4151513	4610841	4381177	17	4696247	5155575	4925911	459329
25_9	17	25	32.721	49.717	17	4610842	5070170	4840506	17	5155576	5614904	5385240	459329
25_10	17	25	33.611	51.379	17	5070171	5529499	5299835	17	5614905	6074233	5844569	459329
25_11	17	25	33.219	51.838	17	5529500	5988828	5759164	17	6074234	6533562	6303898	459329
25_12	17	25	33.476	52.789	17	5988829	6448157	6218493	17	6533563	6992891	6763227	459329
27_11	17	27	33.399	52.699	Un	4641147	5105261	4873204	17	6993892	7458006	7225949	464115
27_10	17	27	33.664	53.1	Un	4177032	4641146	4409089	17	7458007	7922121	7690064	464115
27_9	17	27	33.572	52.833	Un	3712917	4177031	3944974	17	7922122	8386236	8154179	464115
27_8	17	27	33.944	53.145	Un	3248802	3712916	3480859	17	8386237	8850351	8618294	464115
27_7	17	27	33.954	53.736	Un	2784687	3248801	3016744	17	8850352	9314466	9082409	464115
27_6	17	27	34.275	53.703	Un	2320572	2784686	2552629	17	9314467	9778581	9546524	464115
27_5	17	27	34.333	53.469	Un	1856457	2320571	2088514	17	9778582	10242696	10010639	464115
27_4	17	27	34.252	53.753	Un	1392343	1856456	1624399	17	10242697	10706810	10474753	464114
27_3	17	27	34.268	53.694	Un	928229	1392342	1160285	17	10706811	11170924	10938867	464114
27_2	17	27	34.197	53.571	Un	464115	928228	696171	17	11170925	11635038	11402981	464114
27_1	17	27	34.283		Un	1	464114	232057	17	11635039	12099152	11867095	464114
18_1	17	18	34.268	53.641	17	6449158	6928803	6688980	17	12100153	12579798	12339975	479646
18_2	17	18	34.299	53.957	17	6928804	7408449	7168626	17	12579799	13059444	12819621	479646
18_3	17	18	34.251	53.812	17	7408450	7888095	7648272	17	13059445	13539090	13299267	479646
18_4	17	18	34.249	54.38	17	7888096	8367741	8127918	17	13539091	14018736	13778913	479646
18_5	17	18	34.263	54.256	17	8367742	8847387	8607564	17	14018737	14498382	14258559	479646
18_6	17	18	34.905	54.877	17	8847388	9327033	9087210	17	14498383	14978028	14738205	479646
18_7	17	18	36.084	56.063	17	9327034	9806679	9566856	17	14978029	15457674	15217851	479646
18_8	17	18	36.8	57.249	17	9806680	10286325	10046502	17	15457675	15937320	15697497	479646
18_9	17	18	38.274	59.381	17	10286326	10765971	10526148	17	15937321	16416966	16177143	479646
18_10	17	18	42.351	62.629	17	10765972	11245617	11005794	17	16416967	16896612	16656789	479646
18_11	17	18	46.28	67.839	17	11245618	11725263	11485440	17	16896613	17376258	17136435	479646
18_12	17	18	54.45	72.683	17	11725264	12204909	11965086	17	17376259	17855904	17616081	479646
18_13	17	18	59.482	86.864	17	12204910	12684555	12444732	17	17855905	18335550	18095727	479646
18_14	17	18	64.67	95.453	17	12684556	13164201	12924378	17	18335551	18815196	18575373	479646
18_15	17	18	66.222	98.691	17	13164202	13643847	13404024	17	18815197	19294842	19055019	479646
18_16	17	18	67.311	101.114	17	13643848	14123494	13883671	17	19294843	19774489	19534666	479647
18_17	17	18	69.147	101.84	17	14123495	14603141	14363318	17	19774490	20254136	20014313	479647
29_1	18	29	0.0	0.0	18	1	482259	241130	18	1	482259	241130	482259
29_2	18	29	0.534	0.149	18	482260	964518	723389	18	482260	964518	723389	482259
29_3	18	29	2.135	2.588	18	964519	1446777	1205648	18	964519	1446777	1205648	482259
29_4	18	29	4.951	6.195	18	1446778	1929036	1687907	18	1446778	1929036	1687907	482259
29_5	18	29	9.654	14.468	18	1929037	2411295	2170166	18	1929037	2411295	2170166	482259
29_6	18	29	13.352	19.434	18	2411296	2893554	2652425	18	2411296	2893554	2652425	482259
29_7	18	29	15.244	24.637	18	2893555	3375814	3134684	18	2893555	3375814	3134684	482260
29_8	18	29	16.699	27.48	18	3375815	3858074	3616944	18	3375815	3858074	3616944	482260
29_9	18	29	17.087	28.456	18	3858075	4340334	4099204	18	3858075	4340334	4099204	482260
29_10	18	29	17.047	28.405	18	4340335	4822594	4581464	18	4340335	4822594	4581464	482260
21_1	18	21	17.077	28.249	18	4823595	5317222	5070408	18	4823595	5317222	5070408	493628
21_2	18	21	17.115	28.363	18	5317223	5810850	5564036	18	5317223	5810850	5564036	493628
21_3	18	21	17.431	28.504	18	5810851	6304478	6057664	18	5810851	6304478	6057664	493628
21_4	18	21	17.505	28.857	18	6304479	6798106	6551292	18	6304479	6798106	6551292	493628
21_5	18	21	18.134	29.484	18	6798107	7291734	7044920	18	6798107	7291734	7044920	493628
21_6	18	21	19.145	30.49	18	7291735	7785362	7538548	18	7291735	7785362	7538548	493628
21_7	18	21	20.815	31.516	18	7785363	8278990	8032176	18	7785363	8278990	8032176	493628
21_8	18	21	21.713	31.844	18	8278991	8772618	8525804	18	8278991	8772618	8525804	493628
21_9	18	21	22.729	32.434	18	8772619	9266246	9019432	18	8772619	9266246	9019432	493628
21_10	18	21	23.651	33.526	18	9266247	9759875	9513061	18	9266247	9759875	9513061	493629
21_11	18	21	25.349	35.498	18	9759876	10253504	10006690	18	9759876	10253504	10006690	493629
21_12	18	21	26.084	36.869	18	10253505	10747133	10500319	18	10253505	10747133	10500319	493629
21_13	18	21	27.396	38.712	18	10747134	11240762	10993948	18	10747134	11240762	10993948	493629
21_14	18	21	28.535	40.341	18	11240763	11734391	11487577	18	11240763	11734391	11487577	493629
21_15	18	21	29.588	43.001	18	11734392	12228020	11981206	18	11734392	12228020	11981206	493629
32_1	18	32	30.801	44.455	18	12229021	12699229	12464125	18	12229021	12699229	12464125	470209
32_2	18	32	31.697	46.156	18	12699230	13169438	12934334	18	12699230	13169438	12934334	470209
32_3	18	32	34.395	48.084	18	13169439	13639647	13404543	18	13169439	13639647	13404543	470209
32_4	18	32	38.877	54.471	18	13639648	14109856	13874752	18	13639648	14109856	13874752	470209
32_5	18	32	45.581	61.456	18	14109857	14580065	14344961	18	14109857	14580065	14344961	470209
32_6	18	32	51.321	68.429	18	14580066	15050274	14815170	18	14580066	15050274	14815170	470209
32_7	18	32	58.693	76.568	18	15050275	15520483	15285379	18	15050275	15520483	15285379	470209
