marker	old_chr	old_start	old_end	new_chr	new_start	new_end	bin_length	cM_FTC	cM_BEPA	rate_FTC	rate_BEPA	rate_ROESTI	rel_FTC	rel_BEPA	rel_ROESTI	n_crosses	rel_consensus	rel_sd	rank_sd	disagree	concordant	rate_consensus_cMperMb
39_2	7	2681551	3163202	7	3210536	3692187	481652	27.664	43.023	11.7678	15.2641	5.0812	3.005	3.1088	1.5769	3	2.5636	0.8561	0.075	0.7069	TRUE	7.9728
39_3	7	3163203	3644854	7	3692188	4173839	481652	36.847		13.1547		9.19	3.3592		2.8519	2	3.1056	0.3587	0.0132	0.1193	TRUE	9.6584
39_4	7	3644855	4126506	7	4173840	4655491	481652	40.336	59.147	7.1556	13.0274	9.0746	1.8272	2.6533	2.8161	3	2.4322	0.5302	0.0528	0.5115	TRUE	7.5641
39_5	7	4126507	4608158	7	4655492	5137143	481652	43.74	61.847	5.2278	4.716	6.2564	1.335	0.9605	1.9416	3	1.4124	0.4951	0.0843	0.6034	TRUE	4.3926
23_1	7	4609159	5092638	7	5138144	5621623	483480	45.382	63.699	2.4725	3.7465	3.6687	0.6314	0.763	1.1385	3	0.8443	0.2631	0.0767	0.3352	TRUE	2.6258
23_2	7	5092639	5576119	7	5621624	6105104	483481	46.131	65.47	1.0559	2.4686	2.9145	0.2696	0.5028	0.9045	3	0.559	0.3212	0.1603	0.7299	TRUE	1.7385
23_3	7	5576120	6059600	7	6105105	6588585	483481	46.403	66.086	0.4354	0.9876	2.3519	0.1112	0.2011	0.7299	3	0.3474	0.3343	0.221	0.8466	FALSE	1.0804
23_4	7	6059601	6543081	7	6588586	7072066	483481	46.552	66.425	1.12	0.4695	2.2033	0.286	0.0956	0.6838	3	0.3551	0.3001	0.2298	0.858	FALSE	1.1044
23_5	7	6543082	7026562	7	7072067	7555547	483481	47.486	66.54	1.2462	0.4768	1.5477	0.3182	0.0971	0.4803	3	0.2985	0.1924	0.1697	0.6092	TRUE	0.9283
23_6	7	7026563	7510043	7	7555548	8039028	483481	47.757	66.886	0.4085	0.7663	3.1796	0.1043	0.1561	0.9867	3	0.4157	0.4952	0.2933	0.9489	FALSE	1.2928
23_7	7	7510044	7993524	7	8039029	8522509	483481	47.881	67.281	0.1779	0.8977	2.4119	0.0454	0.1828	0.7485	3	0.3256	0.3727	0.2605	0.9034	FALSE	1.0126
23_8	7	7993525	8477005	7	8522510	9005990	483481	47.929	67.754	0.4716	1.3279	0.9424	0.1204	0.2704	0.2925	3	0.2278	0.0936	0.0698	0.2759	TRUE	0.7085
23_9	7	8477006	8960486	7	9005991	9489471	483481	48.337	68.565	0.3103	0.8346	1.2589	0.0792	0.17	0.3907	3	0.2133	0.1602	0.1317	0.6149	TRUE	0.6634
23_10	7	8960487	9443967	7	9489472	9972952	483481	48.229	68.561	0.2017	0.5223	0.5776	0.0515	0.1064	0.1793	3	0.1124	0.0641	0.0369	0.2443	TRUE	0.3496
23_11	7	9443968	9927448	7	9972953	10456433	483481	48.532	69.07	0.5502	0.8108	0.13	0.1405	0.1651	0.0403	3	0.1153	0.0661	0.0723	0.6193	TRUE	0.3586
23_12	7	9927449	10410929	7	10456434	10939914	483481	48.761	69.345	0.1586	0.1757	0.1961	0.0405	0.0358	0.0608	3	0.0457	0.0133	0.0291	0.1534	TRUE	0.1421
1_1	7	10411930	10903403	7	13064463	13555936	491474	48.799	69.719	0.0251	0.7347	0.1759	0.0064	0.1496	0.0546	3	0.0702	0.0729	0.0725	0.6307	TRUE	0.2183
1_2	7	10903404	11394877	7	13555937	14047410	491474	48.782		0.0732		0.0458	0.0187		0.0142	2	0.0164	0.0032	0.0107	0.0398	TRUE	0.051
1_4	7	11886352	12377825	7	14538885	15030358	491474	48.907	70.926	0.2937	0.853	0.3371	0.075	0.1737	0.1046	3	0.1178	0.0507	0.0444	0.4034	TRUE	0.3664
1_5	7	12377826	12869299	7	15030359	15521832	491474	49.215	71.396	0.2838	0.6419	0.3857	0.0725	0.1307	0.1197	3	0.1076	0.0309	0.0186	0.0966	TRUE	0.3346
1_6	7	12869300	13360773	7	15521833	16013306	491474	49.186	71.557	0.1526	0.177	0.1354	0.039	0.036	0.042	3	0.039	0.003	0.0224	0.1193	TRUE	0.1213
1_7	7	13360774	13852247	7	16013307	16504780	491474	49.365	71.57	0.2157	0.3276	0.4839	0.0551	0.0667	0.1502	3	0.0907	0.0519	0.0421	0.358	TRUE	0.2821
1_8	7	13852248	14343721	7	16504781	16996254	491474	49.398	71.879	0.1038	0.472	0.4646	0.0265	0.0961	0.1442	3	0.0889	0.0592	0.0461	0.4375	TRUE	0.2765
1_9	7	14343722	14835196	7	16996255	17487729	491475	49.467	72.034	0.4008	0.1577	0	0.1023	0.0321	0	3	0.0448	0.0523	0.074	0.6648	TRUE	0.1393
1_10	7	14835197	15326671	7	17487730	17979204	491475	49.792	72.034	0.6165	0.3133	0	0.1574	0.0638	0	3	0.0737	0.0792	0.103	0.8352	FALSE	0.2292
1_11	7	15326672	15818146	7	17979205	18470679	491475	50.073	72.342	0.2869	0.6399	0	0.0733	0.1303	0	3	0.0679	0.0653	0.0579	0.5057	TRUE	0.2112
1_12	7	15818147	16309621	7	18470680	18962154	491475	50.074	72.663	0.056	1.4111	0.5689	0.0143	0.2874	0.1765	3	0.1594	0.1374	0.1504	0.7069	TRUE	0.4957
1_13	7	16309622	16801096	7	18962155	19453629	491475	50.128	73.729	0.2197	0.8007	0.862	0.0561	0.1631	0.2675	3	0.1622	0.1057	0.0767	0.3276	TRUE	0.5044
1_14	7	16801097	17292571	7	19453630	19945104	491475	50.29	73.45	0.1089	0.1363	1.045	0.0278	0.0278	0.3243	3	0.1266	0.1712	0.1538	0.9375	FALSE	0.3937
1_15	7	17292572	17784046	7	19945105	20436579	491475	50.235	73.595	0.3062	0.3703	0.4165	0.0782	0.0754	0.1292	3	0.0943	0.0303	0.0317	0.1875	TRUE	0.2933
1_16	7	17784047	18275521	7	20436580	20928054	491475	50.591	73.814	0.4425	0.5483	1.6945	0.113	0.1117	0.5259	3	0.2502	0.2388	0.1756	0.6609	TRUE	0.7781
1_17	7	18275522	18766996	7	20928055	21419529	491475	50.67	74.134	0.8342	0.9777	1.3264	0.213	0.1991	0.4116	3	0.2746	0.1189	0.0825	0.2816	TRUE	0.854
1_18	7	18766997	19258471	7	21419530	21911004	491475	51.411	74.775	0.527	0.9695	1.0455	0.1346	0.1975	0.3244	3	0.2188	0.0967	0.0557	0.1667	TRUE	0.6805
1_19	7	19258472	19749946	7	21911005	22402479	491475	51.188	75.087	0.2309	0.4771	0.6471	0.059	0.0972	0.2008	3	0.119	0.0734	0.0442	0.392	TRUE	0.3701
1_20	7	19749947	20241421	7	22402480	22893954	491475	51.184	75.244	0.5748	0.7498	0.9532	0.1468	0.1527	0.2958	3	0.1984	0.0844	0.052	0.1092	TRUE	0.617
1_21	7	20241422	20732896	7	22893955	23385429	491475	51.753	75.824	0.4751	0.8454	1.2109	0.1213	0.1722	0.3758	3	0.2231	0.1347	0.1012	0.4655	TRUE	0.6938
1_22	7	20732897	21224371	7	23385430	23876904	491475	51.651	76.075	0.8057	0.8485	1.1682	0.2057	0.1728	0.3625	3	0.247	0.1014	0.0791	0.2356	TRUE	0.7682
1_23	7	21224372	21715846	7	23876905	24368379	491475	52.545	76.658	2.0476	0.3886	1.1189	0.5229	0.0791	0.3472	3	0.3164	0.2235	0.2101	0.7898	FALSE	0.984
1_24	7	21715847	22207321	7	24368380	24859854	491475		76.457		0.4242	2.0105		0.0864	0.6239	2	0.3552	0.3801	0.3127	0.9716	FALSE	1.1047
1_25	7	22207322	22698796	7	24859855	25351329	491475	54.67	77.075	1.7403	1.9157	2.6275	0.4444	0.3902	0.8154	3	0.55	0.2314	0.0953	0.2701	TRUE	1.7105
1_26	7	22698797	23190271	7	25351330	25842804	491475	55.111	78.34	1.6166	3.3135	3.1261	0.4128	0.6749	0.9701	3	0.6859	0.2788	0.1269	0.6494	TRUE	2.1331
1_27	7	23190272	23681746	7	25842805	26334279	491475	56.259	80.332	2.7763	3.9147	3.7585	0.709	0.7973	1.1664	3	0.8909	0.2426	0.0596	0.1761	TRUE	2.7707
1_28	7	23681747	24173221	7	26334280	26825754	491475	57.84	82.188	3.7113	5.57	5.2888	0.9477	1.1344	1.6413	3	1.2411	0.3589	0.0667	0.477	TRUE	3.8598
1_29	7	24173222	24664696	7	26825755	27317229	491475	59.907	85.807	7.6291	7.7003	4.9196	1.9482	1.5683	1.5267	3	1.6811	0.2323	0.0289	0.0632	TRUE	5.2282
1_30	7	24664697	25156171	7	27317230	27808704	491475	65.339	89.757	9.0863	9.7452	5.7535	2.3203	1.9848	1.7855	3	2.0302	0.2703	0.0285	0.1897	TRUE	6.3139
1_31	7	25156172	25647646	7	27808705	28300179	491475		95.386		12.2641	9.9752		2.4978	3.0956	2	2.7967	0.4227	0.0359	0.5682	TRUE	8.6977
1_32	7	25647647	26139121	7	28300180	28791654	491475	73.304	101.812	11.5537	18.0396	8.0547	2.9503	3.6741	2.4996	3	3.0413	0.5925	0.0324	0.4716	TRUE	9.4584
1_33	7	26139122	26630596	7	28791655	29283129	491475	82.374	113.118	17.5828	20.6633	8.957	4.4899	4.2084	2.7796	3	3.826	0.917	0.0359	0.5682	TRUE	11.8989
1_34	7	26630597	27122071	7	29283130	29774604	491475	90.587	122.123	12.9844	13.74	8.7103	3.3157	2.7984	2.7031	3	2.9391	0.3296	0.0149	0.1477	TRUE	9.1406
1_35	7	27122072	27613546	7	29774605	30266079	491475	95.137		8.0292			2.0503			1	2.0503				FALSE	6.3764
113_1	7	27614547	27775994	7	30527501	30688948	161448	97.479		1.4252			0.3639			1	0.3639				FALSE	1.1317
113_2	7	27775995	27937443	7	30688949	30850397	161449	97.948	129.787	2.9049	2.554		0.7418	0.5202		2	0.631	0.1567	0.0735	0.2701	TRUE	1.9624
53_1	8	1	456852	8	1169922	1626773	456852	4.564	2.445	1.6389	4.777	0	0.4185	0.9729	0	3	0.4638	0.488	0.3287	0.9598	FALSE	1.4424
53_2	8	456853	913704	8	1626774	2083625	456852	4.974	4.209	1.0288	4.4084	0	0.2627	0.8978	0	3	0.3868	0.4616	0.3203	0.983	FALSE	1.2029
53_3	8	913705	1370556	8	2083626	2540477	456852	5.504	6.473	1.7762	3.5403	1.8099	0.4536	0.721	0.5617	3	0.5788	0.1345	0.095	0.3966	TRUE	1.8001
36_1	8	1371557	1818596	8	2541478	2988517	447040	6.59	7.43	4.9212	4.1301	4.2481	1.2567	0.8412	1.3183	3	1.1387	0.2595	0.0485	0.2586	TRUE	3.5414
36_2	8	1818597	2265636	8	2988518	3435557	447040	9.933	10.19	8.0474	7.3316	4.6384	2.055	1.4932	1.4394	3	1.6625	0.3409	0.0437	0.1897	TRUE	5.1704
36_3	8	2265637	2712676	8	3435558	3882597	447040	13.785	13.985	7.0676	8.3225	5.2479	1.8048	1.695	1.6286	3	1.7095	0.089	0.0091	0.0402	TRUE	5.3165
36_4	8	2712677	3159717	8	3882598	4329638	447041	16.252	17.631	5.3753	9.9879	5.9646	1.3726	2.0342	1.851	3	1.7526	0.3416	0.0452	0.408	TRUE	5.4506
36_5	8	3159718	3606758	8	4329639	4776679	447041	18.591	22.915	4.5186	9.6434	4.444	1.1539	1.964	1.3791	3	1.499	0.4181	0.0551	0.3506	TRUE	4.6619
36_6	8	3606759	4053799	8	4776680	5223720	447041	20.292	26.253	4.1674	6.2668	3.0777	1.0642	1.2763	0.9551	3	1.0985	0.1633	0.0363	0.0966	TRUE	3.4163
36_7	8	4053800	4500840	8	5223721	5670761	447041	22.317	28.518	2.7242	4.1038	2.5394	0.6956	0.8358	0.7881	3	0.7732	0.0713	0.0345	0.0852	TRUE	2.4047
9_1	8	4501841	4988251	8	5671762	6158172	486411	22.784	30.007	1.7618	2.4368	2.1747	0.4499	0.4963	0.6749	3	0.5404	0.1188	0.0526	0.0977	TRUE	1.6806
9_2	8	4988252	5474662	8	6158173	6644583	486411	23.998	30.843	1.9469	2.5483	2.2285	0.4972	0.519	0.6916	3	0.5693	0.1065	0.045	0.1322	TRUE	1.7705
9_3	8	5474663	5961073	8	6644584	7130994	486411	24.678	32.486	1.2078	3.3531	1.7514	0.3084	0.6829	0.5435	3	0.5116	0.1893	0.124	0.3736	TRUE	1.5911
9_4	8	5961074	6447484	8	7130995	7617405	486411	25.173	34.105	1.1513	2.7775	1.3156	0.294	0.5657	0.4083	3	0.4227	0.1364	0.0989	0.3125	TRUE	1.3146
9_5	8	6447485	6933895	8	7617406	8103816	486411	25.798	35.188	0.8028	1.5954	1.3156	0.205	0.3249	0.4083	3	0.3127	0.1022	0.0672	0.1724	TRUE	0.9725
9_6	8	6933896	7420306	8	8103817	8590227	486411	25.954	35.657	0.8265	1.7896	1.0234	0.2111	0.3645	0.3176	3	0.2977	0.0786	0.0701	0.1897	TRUE	0.9258
9_7	8	7420307	7906717	8	8590228	9076638	486411	26.602	36.929	0.9025	1.8369	1.1583	0.2305	0.3741	0.3594	3	0.3213	0.079	0.0635	0.1307	TRUE	0.9992
9_8	8	7906718	8393128	8	9076639	9563049	486411	26.832	37.444	0.2498	0.44	1.3584	0.0638	0.0896	0.4215	3	0.1916	0.1995	0.1783	0.7874	FALSE	0.5959
9_9	8	8393129	8879539	8	9563050	10049460	486411	26.845	37.357	0.7154	0.6569	1.314	0.1827	0.1338	0.4078	3	0.2414	0.1461	0.1189	0.5805	TRUE	0.7508
9_10	8	8879540	9365950	8	10049461	10535871	486411	27.528	38.083	0.7853	1.0814	1.0486	0.2005	0.2202	0.3254	3	0.2487	0.0672	0.0278	0.0517	TRUE	0.7735
9_11	8	9365951	9852361	8	10535872	11022282	486411	27.609	38.409	0.0606	0.5756	1.0486	0.0155	0.1172	0.3254	3	0.1527	0.158	0.1398	0.6494	TRUE	0.4749
9_12	8	9852362	10338772	8	11022283	11508693	486411	27.587	38.643	0.0072	0.9097	0.4236	0.0018	0.1853	0.1314	3	0.1062	0.0943	0.0995	0.8125	FALSE	0.3303
9_13	8	10338773	10825183	8	11508694	11995104	486411	27.616	39.294	0.1686	0.8737	0.7443	0.0431	0.1779	0.231	3	0.1507	0.0969	0.0715	0.608	TRUE	0.4687
9_14	8	10825184	11311594	8	11995105	12481515	486411	27.751	39.493	0.3495	0.3567	0.8665	0.0892	0.0726	0.2689	3	0.1436	0.1089	0.0924	0.7784	FALSE	0.4466
9_15	8	11311595	11798005	8	12481516	12967926	486411	27.956	39.641	0.5469	0.6527	0.8985	0.1397	0.1329	0.2788	3	0.1838	0.0823	0.0545	0.1437	TRUE	0.5716
9_16	8	11798006	12284416	8	12967927	13454337	486411	28.283	40.128	0.4626	0.332	0.9853	0.1181	0.0676	0.3058	3	0.1638	0.1255	0.1081	0.523	TRUE	0.5094
9_17	8	12284417	12770827	8	13454338	13940748	486411	28.406	39.964	0.3228	0.4975	0.9197	0.0824	0.1013	0.2854	3	0.1564	0.1121	0.0816	0.3506	TRUE	0.4864
9_18	8	12770828	13257238	8	13940749	14427159	486411	28.597	40.612	1.1503	1.47	2.9718	0.2937	0.2994	0.9222	3	0.5051	0.3612	0.1767	0.6724	TRUE	1.5709
9_19	8	13257239	13743649	8	14427160	14913570	486411	29.525	41.394	2.0127	1.9017	1.9475	0.514	0.3873	0.6044	3	0.5019	0.1091	0.0446	0.0747	TRUE	1.5609
9_20	8	13743650	14230060	8	14913571	15399981	486411	30.555	42.462	3.2812	2.4054	2.9562	0.8379	0.4899	0.9174	3	0.7484	0.2274	0.0985	0.4195	TRUE	2.3275
9_21	8	14230061	14716471	8	15399982	15886392	486411	32.717	43.734	3.8178	2.5164	2.8298	0.9749	0.5125	0.8782	3	0.7885	0.2439	0.098	0.483	TRUE	2.4522
9_22	8	14716472	15202882	8	15886393	16372803	486411	34.269	44.91	4.4602	4.1272	4.5029	1.139	0.8406	1.3974	3	1.1257	0.2786	0.0554	0.3621	TRUE	3.5009
9_23	8	15202883	15689293	8	16372804	16859214	486411	37.056	47.749	5.1973	7.0198	5.3212	1.3272	1.4297	1.6513	3	1.4694	0.1657	0.0317	0.0747	TRUE	4.5698
9_24	8	15689294	16175704	8	16859215	17345625	486411	39.325	51.739	6.845	11.333	6.039	1.7479	2.3082	1.8741	3	1.9767	0.2939	0.0271	0.1552	TRUE	6.1475
9_25	8	16175705	16662115	8	17345626	17832036	486411	43.715	58.774	11.2076	16.2198	7.3411	2.862	3.3034	2.2782	3	2.8145	0.5142	0.0328	0.4943	TRUE	8.7531
9_26	8	16662116	17148526	8	17832037	18318447	486411	50.228	67.518	11.8706	14.0396	10.7943	3.0313	2.8594	3.3498	3	3.0802	0.2488	0.0176	0.2045	TRUE	9.5794
9_27	8	17148527	17634937	8	18318448	18804858	486411	55.263	72.432	10.9033	9.9916	7.639	2.7843	2.035	2.3706	3	2.3966	0.3753	0.0356	0.2701	TRUE	7.4534
9_28	8	17634938	18121348	8	18804859	19291269	486411	60.835	77.238	13.9811	12.202	8.6743	3.5702	2.4851	2.6919	3	2.9157	0.5761	0.0385	0.6193	TRUE	9.0678
71_1	8	18122349	18533928	8	19292270	19703849	411580	68.355	83.858	11.9119	11.2515	6.7503	3.0418	2.2916	2.0948	3	2.4761	0.4997	0.0385	0.3046	TRUE	7.7007
71_2	8	18533929	18945509	8	19703850	20115430	411581	71.098	86.932	7.1222	7.9536	2.9886	1.8187	1.6199	0.9274	3	1.4553	0.4679	0.0875	0.6724	TRUE	4.526
153_1	8	18946510	19039493	8	20445642	20538625	92984		90.977		13.3786	1.8385		2.7248	0.5706	2	1.6477	1.5232	0.3042	0.9368	FALSE	5.1243
153_2	8	19039494	19132477	8	20352658	20445641	92984		89.733		8.1693	1.2195		1.6638	0.3784	2	1.0211	0.9089	0.3055	0.858	FALSE	3.1756
138_1	8	19133478	19251090	8	20234045	20351657	117613		89.349		2.1839	0.9277		0.4448	0.2879	2	0.3663	0.1109	0.1331	0.4659	TRUE	1.1392
138_2	8	19251091	19368704	8	20116431	20234044	117614	73.178	89.244	7.8314	6.3072	0	1.9998	1.2846	0	3	1.0948	1.0133	0.4417	0.9602	FALSE	3.4048
31_1	9	1	478688	9	1	478688	478688	0	0	5.7553	2.9748	1.8496	1.4697	0.6059	0.574	3	0.8832	0.5082	0.1524	0.6989	TRUE	2.7468
31_2	9	478689	957376	9	478689	957376	478688	2.755	1.424	5.865	5.8002	3.5485	1.4977	1.1813	1.1012	3	1.2601	0.2097	0.0417	0.1782	TRUE	3.9189
31_3	9	957377	1436065	9	957377	1436065	478689	5.615	5.553	8.8815	11.2735	4.1304	2.268	2.296	1.2818	3	1.9486	0.5776	0.0748	0.6954	TRUE	6.0601
31_4	9	1436066	1914754	9	1436066	1914754	478689	11.258	12.217	11.4041	22.6776	10.8297	2.9121	4.6187	3.3608	3	3.6305	0.8847	0.0396	0.6534	TRUE	11.2909
31_5	9	1914755	2393443	9	1914755	2393443	478689	16.533	27.264	8.328	21.4482	5.9324	2.1266	4.3683	1.841	3	2.7786	1.3841	0.0845	0.892	FALSE	8.6414
31_6	9	2393444	2872132	9	2393444	2872132	478689	19.231	32.751	3.2693	7.1299	0.5467	0.8348	1.4521	0.1696	3	0.8188	0.6414	0.3207	0.8807	FALSE	2.5465
31_7	9	2872133	3350821	9	2872133	3350821	478689	19.663	34.09	0.9568	2.8024	0.3565	0.2443	0.5708	0.1106	3	0.3086	0.2367	0.2106	0.7989	FALSE	0.9597
31_8	9	3350822	3829510	9	3350822	3829510	478689	20.147	35.434	0.634	1.1197	0.3332	0.1619	0.228	0.1034	3	0.1644	0.0623	0.0831	0.3678	TRUE	0.5113
31_9	9	3829511	4308199	9	3829511	4308199	478689	20.27	35.162	0.2198	0.2184	0.3306	0.0561	0.0445	0.1026	3	0.0677	0.0307	0.0335	0.2102	TRUE	0.2105
8_1	9	4309200	4794377	9	17409013	17894190	485178	47.185	70.039	11.8909	14.2093	6.8933	3.0365	2.894	2.1392	3	2.6899	0.4822	0.0323	0.2126	TRUE	8.3656
8_2	9	4794378	5279555	9	16923835	17409012	485178	43.619	60.243	7.5313	12.9076	7.9694	1.9232	2.6289	2.4732	3	2.3418	0.3708	0.0405	0.3506	TRUE	7.283
8_3	9	5279556	5764733	9	16438657	16923834	485178	39.877	57.514	5.8762	7.9909	7.1002	1.5005	1.6275	2.2034	3	1.7771	0.3746	0.0501	0.4655	TRUE	5.5268
8_4	9	5764734	6249911	9	15953479	16438656	485178	37.917	52.489	4.6148	6.6419	5.9937	1.1784	1.3527	1.86	3	1.4637	0.3541	0.0584	0.408	TRUE	4.5521
8_5	9	6249912	6735089	9	15468301	15953478	485178	35.399	51.069	4.4303	4.0418	4.5231	1.1313	0.8232	1.4037	3	1.1194	0.2904	0.0588	0.4195	TRUE	3.4813
8_6	9	6735090	7220267	9	14983123	15468300	485178	33.618	48.567	2.9711	3.5142	3.951	0.7587	0.7157	1.2261	3	0.9002	0.2831	0.0618	0.1989	TRUE	2.7996
8_7	9	7220268	7705445	9	14497945	14983122	485178	32.516	47.659	2.2136	2.5589	2.6562	0.5653	0.5212	0.8243	3	0.6369	0.1638	0.0548	0.1782	TRUE	1.9808
8_8	9	7705446	8190623	9	14012767	14497944	485178	31.47	46.084	2.7753	2.8598	1.9933	0.7087	0.5824	0.6186	3	0.6366	0.065	0.0386	0.0747	TRUE	1.9798
8_9	9	8190624	8675801	9	13527589	14012766	485178	29.823	44.884	2.3558	1.5582	0.3345	0.6016	0.3174	0.1038	3	0.3409	0.2497	0.2146	0.8239	FALSE	1.0602
8_10	9	8675802	9160979	9	13042411	13527588	485178	29.184	44.572	0.4771	0.4668	0.3232	0.1218	0.0951	0.1003	3	0.1057	0.0142	0.0475	0.4489	TRUE	0.3287
8_11	9	9160980	9646157	9	12557233	13042410	485178	29.36	44.431	0.5266	0.5503	0.4141	0.1345	0.1121	0.1285	3	0.125	0.0116	0.0389	0.2784	TRUE	0.3888
8_12	9	9646158	10131335	9	12072055	12557232	485178	28.673	44.038	0.8224	1.1491	1.0101	0.21	0.234	0.3135	3	0.2525	0.0542	0.0108	0.0057	TRUE	0.7853
8_13	9	10131336	10616513	9	11586877	12072054	485178	28.562	43.316	1.2902	1.5994	1.5047	0.3295	0.3257	0.4669	3	0.374	0.0804	0.0264	0.0057	TRUE	1.1631
8_14	9	10616514	11101691	9	11101699	11586876	485178	27.421	42.486	2.4084	1.1552	2.5203	0.615	0.2353	0.7821	3	0.5441	0.2802	0.1699	0.6379	TRUE	1.6922
8_15	9	11101692	11586869	9	10616521	11101698	485178	26.225	42.195	1.4428	0.6987	1.086	0.3684	0.1423	0.337	3	0.2826	0.1225	0.1208	0.4483	TRUE	0.8789
8_16	9	11586870	12072047	9	10131343	10616520	485178	26.021	41.808	0.5452	0.6255	0.8227	0.1392	0.1274	0.2553	3	0.174	0.0707	0.0507	0.0977	TRUE	0.5411
8_17	9	12072048	12557225	9	9646165	10131342	485178	25.696	41.588	1.6077	1.3387	0.6593	0.4105	0.2726	0.2046	3	0.2959	0.1049	0.1201	0.431	TRUE	0.9202
8_18	9	12557226	13042403	9	9160987	9646164	485178	24.461	40.509	1.9694	1.2449	1.7429	0.5029	0.2535	0.5409	3	0.4324	0.1561	0.099	0.2816	TRUE	1.3448
8_19	9	13042404	13527581	9	8675809	9160986	485178	23.785	40.38	0.6369	0.5215	0.6162	0.1626	0.1062	0.1912	3	0.1533	0.0433	0.0547	0.1552	TRUE	0.4768
8_20	9	13527582	14012759	9	8190631	8675808	485178	23.843	40.003	0.3895	1.5407	0.743	0.0995	0.3138	0.2306	3	0.2146	0.108	0.1085	0.5345	TRUE	0.6674
8_21	9	14012760	14497937	9	7705453	8190630	485178	23.407	38.885	1.6582	1.6942	0.3221	0.4234	0.3451	0.1	3	0.2895	0.1687	0.1775	0.6839	TRUE	0.9003
8_22	9	14497938	14983116	9	7220274	7705452	485179	22.234	38.359	1.7444	0.8646	1.1639	0.4454	0.1761	0.3612	3	0.3276	0.1378	0.1279	0.4318	TRUE	1.0188
8_23	9	14983117	15468295	9	6735095	7220273	485179		38.046		0.9316	1.2221		0.1897	0.3793	2	0.2845	0.1341	0.1062	0.3851	TRUE	0.8848
8_24	9	15468296	15953474	9	6249916	6735094	485179	20.868	37.455	0.8004	1.7921	1.1014	0.2044	0.365	0.3418	3	0.3037	0.0868	0.072	0.2011	TRUE	0.9445
8_25	9	15953475	16438653	9	5764737	6249915	485179	21.069	36.307	0.2769	1.5767	0.9363	0.0707	0.3211	0.2906	3	0.2275	0.1366	0.133	0.6264	TRUE	0.7075
8_26	9	16438654	16923832	9	5279558	5764736	485179		35.925		1.08	1.2648		0.22	0.3925	2	0.3062	0.122	0.0823	0.2701	TRUE	0.9523
8_27	9	16923833	17409011	9	4794379	5279557	485179	20.465	35.259	0.4122	0.7224	1.6509	0.1053	0.1471	0.5123	3	0.2549	0.2239	0.1616	0.5575	TRUE	0.7927
8_28	9	17409012	17894190	9	4309200	4794378	485179		35.224		0.1002	1.7227		0.0204	0.5346	2	0.2775	0.3636	0.3051	0.9483	FALSE	0.863
77_1	9	17895191	18197494	9	17895191	18197494	302304	54.082	72.746	13.6548	9.3882	10.0571	3.4869	1.9121	3.121	3	2.84	0.8241	0.0724	0.8807	FALSE	8.8324
77_2	9	18197495	18499799	9	18197495	18499799	302305	56.703	76.583	9.3158	11.0089	11.4159	2.3789	2.2422	3.5427	3	2.7213	0.7147	0.0575	0.5345	TRUE	8.4632
91_1	9	18500800	18766023	9	18766025	19031248	265224	61.907	81.786	8.1692	11.4599	4.2502	2.0861	2.334	1.319	3	1.913	0.5292	0.0677	0.6494	TRUE	5.9494
91_2	9	18766024	19031248	9	18500800	18766024	265225	59.551	79.209	9.462	9.4602	3.3509	2.4162	1.9267	1.0399	3	1.7943	0.6976	0.1002	0.8333	FALSE	5.5803
105_1	9	19032249	19258665	9	19032249	19258665	226417	63.734	85.077	5.7814	10.7071	3.3188	1.4763	2.1807	1.0299	3	1.5623	0.5802	0.0847	0.6149	TRUE	4.8588
105_2	9	19258666	19485083	9	19258666	19485083	226418	64.643	86.853	5.4835	10.3955	0	1.4003	2.1172	0	3	1.1725	1.0768	0.4516	0.9828	FALSE	3.6465
183_1	9	19486084	19546688	9	19546690	19607294	60605	66.271	90	15.7768	33.0723		4.0288	6.7357		2	5.3822	1.9141	0.0215	0.2443	TRUE	16.7386
183_2	9	19546689	19607294	9	19486084	19546689	60606	65.768	88.933	7.9369	15.3424		2.0268	3.1247		2	2.5758	0.7763	0.0679	0.6609	TRUE	8.0107
189_1	9	19627166	19685624	9	19718002	19776460	58459	69.41	92.653	18.256	56.5481		4.6618	11.517		2	8.0894	4.8474	0.0124	0.108	TRUE	25.158
189_2	9	19685625	19744083	9	19776461	19834919	58459		101.221		32.8577			6.692		1	6.692				FALSE	20.8121
87_1	9	19745084	19997281	9	20341596	20593793	252198	76.896	100.018	2.4822	12.5814		0.6339	2.5624		2	1.5981	1.3637	0.2376	0.9138	FALSE	4.9701
87_2	9	19997282	20249479	9	20089398	20341595	252198	76.27	103.191	5.0881	0.6686		1.2993	0.1362		2	0.7177	0.8224	0.4211	0.9828	FALSE	2.232
5_1	10	1	484706	10	2079148	2563853	484706	2.21	6.091	3.2045	4.9134	1.0982	0.8183	1.0007	0.3408	3	0.7199	0.3408	0.1983	0.8103	FALSE	2.2389
5_2	10	484707	969413	10	2563854	3048560	484707	0		1.9187		1.0081	0.49		0.3128	2	0.4014	0.1253	0.1279	0.4318	TRUE	1.2484
5_3	10	969414	1454120	10	3048561	3533267	484707	4.07	12.223	5.2166	5.3125	0.4535	1.3321	1.082	0.1407	3	0.8516	0.6282	0.3397	0.892	FALSE	2.6485
