region_uid	tag	cell	rep	env	method	size_floor	region_id	Chr	from	to	n_markers	n_units	TP	member_markers	member_units	linked_qtn
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r30	bgs	V0.5_c2	9	2	emmax_snp_region	2	30	Chr2	11196761	12560808	35	1	FALSE	Chr2:11196761;Chr2:11283599;Chr2:11301275;Chr2:11301691;Chr2:11305933;Chr2:11323284;Chr2:11323629;Chr2:11326298;Chr2:11349734;Chr2:11366836;Chr2:11381454;Chr2:11433717;Chr2:11710038;Chr2:11797328;Chr2:11809526;Chr2:11813365;Chr2:11856109;Chr2:11865662;Chr2:11893032;Chr2:11905118;Chr2:11911059;Chr2:11939737;Chr2:11948115;Chr2:11989148;Chr2:12012826;Chr2:12014418;Chr2:12014624;Chr2:12017595;Chr2:12035483;Chr2:12048528;Chr2:12056862;Chr2:12091728;Chr2:12103454;Chr2:12106351;Chr2:12560808	Chr2:11381454	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r19	bgs	V0.5_c2	9	2	emmax_snp_region	2	19	Chr2	12810948	12810948	1	1	FALSE	Chr2:12810948	Chr2:12810948	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r28	bgs	V0.5_c2	9	2	emmax_snp_region	2	28	Chr2	12841771	12849932	2	1	FALSE	Chr2:12841771;Chr2:12849932	Chr2:12841771	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r23	bgs	V0.5_c2	9	2	emmax_snp_region	2	23	Chr2	14394372	14782195	13	1	FALSE	Chr2:14394372;Chr2:14423952;Chr2:14426604;Chr2:14429664;Chr2:14433395;Chr2:14437453;Chr2:14439489;Chr2:14442680;Chr2:14479908;Chr2:14482772;Chr2:14490215;Chr2:14729574;Chr2:14782195	Chr2:14429664	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r26	bgs	V0.5_c2	9	2	emmax_snp_region	2	26	Chr2	15801972	16255739	42	1	FALSE	Chr2:15801972;Chr2:15811408;Chr2:15815440;Chr2:15816421;Chr2:15917610;Chr2:15932880;Chr2:15934998;Chr2:15942306;Chr2:15943852;Chr2:15946005;Chr2:15947709;Chr2:15948950;Chr2:15949232;Chr2:15956540;Chr2:15971230;Chr2:15975223;Chr2:15979014;Chr2:15983764;Chr2:15997167;Chr2:16001670;Chr2:16002233;Chr2:16002886;Chr2:16004227;Chr2:16004490;Chr2:16006696;Chr2:16006988;Chr2:16010449;Chr2:16011584;Chr2:16019304;Chr2:16023934;Chr2:16026516;Chr2:16026604;Chr2:16028825;Chr2:16028973;Chr2:16029879;Chr2:16046135;Chr2:16063346;Chr2:16064796;Chr2:16071570;Chr2:16240454;Chr2:16249788;Chr2:16255739	Chr2:15917610	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r25	bgs	V0.5_c2	9	2	emmax_snp_region	2	25	Chr2	16100057	16885720	16	1	FALSE	Chr2:16100057;Chr2:16109663;Chr2:16110864;Chr2:16447546;Chr2:16499914;Chr2:16510131;Chr2:16525303;Chr2:16527619;Chr2:16541064;Chr2:16556764;Chr2:16568647;Chr2:16572464;Chr2:16572820;Chr2:16574557;Chr2:16585111;Chr2:16885720	Chr2:16572464	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r31	bgs	V0.5_c2	9	2	emmax_snp_region	2	31	Chr2	16229209	16505900	15	1	FALSE	Chr2:16229209;Chr2:16234037;Chr2:16240381;Chr2:16256887;Chr2:16257093;Chr2:16457598;Chr2:16463540;Chr2:16476337;Chr2:16487711;Chr2:16488392;Chr2:16498092;Chr2:16499867;Chr2:16500546;Chr2:16504143;Chr2:16505900	Chr2:16256887	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r32	bgs	V0.5_c2	9	2	emmax_snp_region	2	32	Chr2	17385027	18773771	7	1	FALSE	Chr2:17385027;Chr2:17393314;Chr2:17700753;Chr2:17726204;Chr2:18674298;Chr2:18697041;Chr2:18773771	Chr2:17385027	""
bgs_V0.5_c2_rep9_env2_emmax_snp_region_r33	bgs	V0.5_c2	9	2	emmax_snp_region	2	33	Chr2	19006725	19938324	3	1	FALSE	Chr2:19006725;Chr2:19059194;Chr2:19938324	Chr2:19006725	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r1	bgs	V0.5_c2	9	2	emmax_simes_region	2	1	Chr1	586117	2737548	12	1	FALSE	Chr1:586117;Chr1:647527;Chr1:822240;Chr1:850233;Chr1:1384276;Chr1:1392664;Chr1:2319756;Chr1:2574906;Chr1:2684133;Chr1:2698372;Chr1:2704359;Chr1:2737548	Chr1:2574906	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r2	bgs	V0.5_c2	9	2	emmax_simes_region	2	2	Chr1	1172722	1181624	4	1	FALSE	Chr1:1172722;Chr1:1174689;Chr1:1180629;Chr1:1181624	Chr1:1174689	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r3	bgs	V0.5_c2	9	2	emmax_simes_region	2	3	Chr1	3746668	4313791	23	1	FALSE	Chr1:3746668;Chr1:3772421;Chr1:3885356;Chr1:3889994;Chr1:3900227;Chr1:3922495;Chr1:3927559;Chr1:3930697;Chr1:3937526;Chr1:3942088;Chr1:3952090;Chr1:3952309;Chr1:3954554;Chr1:3966382;Chr1:3966792;Chr1:3968570;Chr1:3970441;Chr1:3978748;Chr1:3992296;Chr1:3994870;Chr1:4001730;Chr1:4008349;Chr1:4313791	Chr1:3922495	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r4	bgs	V0.5_c2	9	2	emmax_simes_region	2	4	Chr1	4607006	5778691	7	1	FALSE	Chr1:4607006;Chr1:4641419;Chr1:4807297;Chr1:4823416;Chr1:4829219;Chr1:4854619;Chr1:5778691	Chr1:4807297	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r5	bgs	V0.5_c2	9	2	emmax_simes_region	2	5	Chr1	6495449	6596434	6	1	FALSE	Chr1:6495449;Chr1:6498821;Chr1:6511768;Chr1:6585035;Chr1:6588782;Chr1:6596434	Chr1:6596434	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r6	bgs	V0.5_c2	9	2	emmax_simes_region	2	6	Chr1	6653969	7011820	10	1	FALSE	Chr1:6653969;Chr1:6684957;Chr1:6696063;Chr1:6725591;Chr1:6727363;Chr1:6863842;Chr1:6865580;Chr1:6866004;Chr1:6879932;Chr1:7011820	Chr1:6863842	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r7	bgs	V0.5_c2	9	2	emmax_simes_region	2	7	Chr1	7268855	8441084	42	3	FALSE	Chr1:7268855;Chr1:7308856;Chr1:7350735;Chr1:7885231;Chr1:7886897;Chr1:7895389;Chr1:7896016;Chr1:7896201;Chr1:7915433;Chr1:7951649;Chr1:7952394;Chr1:8035844;Chr1:8047120;Chr1:8049595;Chr1:8073190;Chr1:8074550;Chr1:8079284;Chr1:8088509;Chr1:8090521;Chr1:8120935;Chr1:8121961;Chr1:8123871;Chr1:8017943;Chr1:8026152;Chr1:8034967;Chr1:8034988;Chr1:8298134;Chr1:8299707;Chr1:8054742;Chr1:8093868;Chr1:8104669;Chr1:8113344;Chr1:8120114;Chr1:8317995;Chr1:8339798;Chr1:8345050;Chr1:8348637;Chr1:8350038;Chr1:8420304;Chr1:8424641;Chr1:8426716;Chr1:8441084	Chr1:7268855;Chr1:8017943;Chr1:8420304	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r8	bgs	V0.5_c2	9	2	emmax_simes_region	2	8	Chr1	9300769	10138853	19	1	FALSE	Chr1:9300769;Chr1:9611068;Chr1:9624307;Chr1:9624363;Chr1:9629521;Chr1:9905521;Chr1:9960502;Chr1:9961081;Chr1:9964838;Chr1:9973637;Chr1:9976652;Chr1:9985723;Chr1:9996014;Chr1:9997566;Chr1:10123506;Chr1:10127850;Chr1:10130917;Chr1:10137527;Chr1:10138853	Chr1:9996014	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r9	bgs	V0.5_c2	9	2	emmax_simes_region	2	9	Chr1	10569028	11004542	31	1	FALSE	Chr1:10569028;Chr1:10569461;Chr1:10578458;Chr1:10584027;Chr1:10588171;Chr1:10588605;Chr1:10597055;Chr1:10597928;Chr1:10601044;Chr1:10601073;Chr1:10604350;Chr1:10604816;Chr1:10610295;Chr1:10626299;Chr1:10630239;Chr1:10633851;Chr1:10644171;Chr1:10647027;Chr1:10654551;Chr1:10663317;Chr1:10667526;Chr1:10670471;Chr1:10673403;Chr1:10976833;Chr1:10984013;Chr1:10986215;Chr1:10988845;Chr1:10990157;Chr1:10993602;Chr1:10996030;Chr1:11004542	Chr1:10569028	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r10	bgs	V0.5_c2	9	2	emmax_simes_region	2	10	Chr1	11281397	12493391	3	1	FALSE	Chr1:11281397;Chr1:11293895;Chr1:12493391	Chr1:11293895	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r11	bgs	V0.5_c2	9	2	emmax_simes_region	2	11	Chr1	15775056	16289102	6	1	FALSE	Chr1:15775056;Chr1:16084654;Chr1:16262472;Chr1:16267880;Chr1:16275920;Chr1:16289102	Chr1:16262472	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r12	bgs	V0.5_c2	9	2	emmax_simes_region	2	12	Chr1	16584990	16672113	7	1	FALSE	Chr1:16584990;Chr1:16585019;Chr1:16595036;Chr1:16596966;Chr1:16610715;Chr1:16656857;Chr1:16672113	Chr1:16584990	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r13	bgs	V0.5_c2	9	2	emmax_simes_region	2	13	Chr1	17013729	18522902	8	2	FALSE	Chr1:17013729;Chr1:17238114;Chr1:18146119;Chr1:18522902;Chr1:17162838;Chr1:17186727;Chr1:17204976;Chr1:17207927	Chr1:17013729;Chr1:17186727	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r14	bgs	V0.5_c2	9	2	emmax_simes_region	2	14	Chr2	876201	2048053	11	1	FALSE	Chr2:876201;Chr2:893256;Chr2:1041673;Chr2:1067152;Chr2:1077520;Chr2:1089418;Chr2:1104332;Chr2:1262769;Chr2:1388147;Chr2:1503335;Chr2:2048053	Chr2:1077520	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r15	bgs	V0.5_c2	9	2	emmax_simes_region	2	15	Chr2	6848075	7722414	11	1	FALSE	Chr2:6848075;Chr2:6848206;Chr2:6849832;Chr2:6949120;Chr2:6959237;Chr2:6963506;Chr2:7320419;Chr2:7563687;Chr2:7573367;Chr2:7624131;Chr2:7722414	Chr2:6848075	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r16	bgs	V0.5_c2	9	2	emmax_simes_region	2	16	Chr2	8435804	10116152	42	2	FALSE	Chr2:8435804;Chr2:8436168;Chr2:8437827;Chr2:8439212;Chr2:8508688;Chr2:8508841;Chr2:8513163;Chr2:8516177;Chr2:8518694;Chr2:8523497;Chr2:8531179;Chr2:8540361;Chr2:8546193;Chr2:8549098;Chr2:9802917;Chr2:9274625;Chr2:9311895;Chr2:9407743;Chr2:9432260;Chr2:9480652;Chr2:9835815;Chr2:9841698;Chr2:9853339;Chr2:9857352;Chr2:9866741;Chr2:9883915;Chr2:9887120;Chr2:9974033;Chr2:9995156;Chr2:9995917;Chr2:9997524;Chr2:10011086;Chr2:10025544;Chr2:10047167;Chr2:10051428;Chr2:10062950;Chr2:10071793;Chr2:10072297;Chr2:10080050;Chr2:10083370;Chr2:10104528;Chr2:10116152	Chr2:8508688;Chr2:9407743	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r17	bgs	V0.5_c2	9	2	emmax_simes_region	2	17	Chr2	10863221	11970130	10	1	FALSE	Chr2:10863221;Chr2:10926762;Chr2:11071282;Chr2:11072465;Chr2:11077509;Chr2:11175287;Chr2:11789475;Chr2:11802265;Chr2:11966668;Chr2:11970130	Chr2:10863221	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r18	bgs	V0.5_c2	9	2	emmax_simes_region	2	18	Chr2	11196761	12560808	35	1	FALSE	Chr2:11196761;Chr2:11283599;Chr2:11301275;Chr2:11301691;Chr2:11305933;Chr2:11323284;Chr2:11323629;Chr2:11326298;Chr2:11349734;Chr2:11366836;Chr2:11381454;Chr2:11433717;Chr2:11710038;Chr2:11797328;Chr2:11809526;Chr2:11813365;Chr2:11856109;Chr2:11865662;Chr2:11893032;Chr2:11905118;Chr2:11911059;Chr2:11939737;Chr2:11948115;Chr2:11989148;Chr2:12012826;Chr2:12014418;Chr2:12014624;Chr2:12017595;Chr2:12035483;Chr2:12048528;Chr2:12056862;Chr2:12091728;Chr2:12103454;Chr2:12106351;Chr2:12560808	Chr2:11381454	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r19	bgs	V0.5_c2	9	2	emmax_simes_region	2	19	Chr2	12841771	12849932	2	1	FALSE	Chr2:12841771;Chr2:12849932	Chr2:12841771	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r20	bgs	V0.5_c2	9	2	emmax_simes_region	2	20	Chr2	13597323	14678643	46	2	FALSE	Chr2:13597323;Chr2:13603293;Chr2:13705247;Chr2:13787531;Chr2:13758352;Chr2:14120812;Chr2:14138905;Chr2:14145807;Chr2:14146014;Chr2:14156399;Chr2:14157925;Chr2:14164204;Chr2:14186333;Chr2:14187618;Chr2:14193237;Chr2:14214238;Chr2:14214953;Chr2:14221264;Chr2:14235252;Chr2:14240443;Chr2:14266405;Chr2:14268680;Chr2:14269525;Chr2:14271764;Chr2:14272468;Chr2:14287414;Chr2:14291074;Chr2:14295118;Chr2:14301425;Chr2:14307149;Chr2:14311590;Chr2:14456335;Chr2:14468203;Chr2:14470245;Chr2:14476410;Chr2:14477259;Chr2:14482792;Chr2:14492433;Chr2:14520651;Chr2:14523704;Chr2:14532643;Chr2:14541336;Chr2:14634387;Chr2:14635298;Chr2:14646643;Chr2:14678643	Chr2:13603293;Chr2:14235252	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r21	bgs	V0.5_c2	9	2	emmax_simes_region	2	21	Chr2	15186105	16505900	69	3	FALSE	Chr2:15186105;Chr2:15736485;Chr2:15743273;Chr2:15743490;Chr2:15758188;Chr2:15759939;Chr2:15760624;Chr2:15763238;Chr2:15771885;Chr2:15793185;Chr2:15794822;Chr2:15822212;Chr2:15801972;Chr2:15811408;Chr2:15815440;Chr2:15816421;Chr2:15917610;Chr2:15932880;Chr2:15934998;Chr2:15942306;Chr2:15943852;Chr2:15946005;Chr2:15947709;Chr2:15948950;Chr2:15949232;Chr2:15956540;Chr2:15971230;Chr2:15975223;Chr2:15979014;Chr2:15983764;Chr2:15997167;Chr2:16001670;Chr2:16002233;Chr2:16002886;Chr2:16004227;Chr2:16004490;Chr2:16006696;Chr2:16006988;Chr2:16010449;Chr2:16011584;Chr2:16019304;Chr2:16023934;Chr2:16026516;Chr2:16026604;Chr2:16028825;Chr2:16028973;Chr2:16029879;Chr2:16046135;Chr2:16063346;Chr2:16064796;Chr2:16071570;Chr2:16240454;Chr2:16249788;Chr2:16255739;Chr2:16229209;Chr2:16234037;Chr2:16240381;Chr2:16256887;Chr2:16257093;Chr2:16457598;Chr2:16463540;Chr2:16476337;Chr2:16487711;Chr2:16488392;Chr2:16498092;Chr2:16499867;Chr2:16500546;Chr2:16504143;Chr2:16505900	Chr2:15758188;Chr2:15917610;Chr2:16256887	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r22	bgs	V0.5_c2	9	2	emmax_simes_region	2	22	Chr2	16919607	18637840	12	1	FALSE	Chr2:16919607;Chr2:17883415;Chr2:17905618;Chr2:18138140;Chr2:18142831;Chr2:18206427;Chr2:18546824;Chr2:18589870;Chr2:18601940;Chr2:18610890;Chr2:18621623;Chr2:18637840	Chr2:17883415	""
bgs_V0.5_c2_rep9_env2_emmax_simes_region_r23	bgs	V0.5_c2	9	2	emmax_simes_region	2	23	Chr2	19006725	19938324	3	1	FALSE	Chr2:19006725;Chr2:19059194;Chr2:19938324	Chr2:19006725	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r1	bgs	V0.5_c2	9	2	emmax_consensus_region	2	1	Chr1	586117	2737548	12	1	FALSE	Chr1:586117;Chr1:647527;Chr1:822240;Chr1:850233;Chr1:1384276;Chr1:1392664;Chr1:2319756;Chr1:2574906;Chr1:2684133;Chr1:2698372;Chr1:2704359;Chr1:2737548	Chr1:2574906	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r2	bgs	V0.5_c2	9	2	emmax_consensus_region	2	2	Chr1	1172722	1181624	4	1	FALSE	Chr1:1172722;Chr1:1174689;Chr1:1180629;Chr1:1181624	Chr1:1174689	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r3	bgs	V0.5_c2	9	2	emmax_consensus_region	2	3	Chr1	3746668	4313791	23	1	FALSE	Chr1:3746668;Chr1:3772421;Chr1:3885356;Chr1:3889994;Chr1:3900227;Chr1:3922495;Chr1:3927559;Chr1:3930697;Chr1:3937526;Chr1:3942088;Chr1:3952090;Chr1:3952309;Chr1:3954554;Chr1:3966382;Chr1:3966792;Chr1:3968570;Chr1:3970441;Chr1:3978748;Chr1:3992296;Chr1:3994870;Chr1:4001730;Chr1:4008349;Chr1:4313791	Chr1:3922495	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r4	bgs	V0.5_c2	9	2	emmax_consensus_region	2	4	Chr1	4607006	6339341	15	3	FALSE	Chr1:4607006;Chr1:4641419;Chr1:4807297;Chr1:4823416;Chr1:4829219;Chr1:4854619;Chr1:5778691;Chr1:5761365;Chr1:6325624;Chr1:6328414;Chr1:6334102;Chr1:6339341;Chr1:5780109;Chr1:6105477;Chr1:6106013	Chr1:4807297;Chr1:6328414;Chr1:6105477	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r5	bgs	V0.5_c2	9	2	emmax_consensus_region	2	5	Chr1	6495449	6596434	6	1	FALSE	Chr1:6495449;Chr1:6498821;Chr1:6511768;Chr1:6585035;Chr1:6588782;Chr1:6596434	Chr1:6596434	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r6	bgs	V0.5_c2	9	2	emmax_consensus_region	2	6	Chr1	6653969	7011820	10	1	FALSE	Chr1:6653969;Chr1:6684957;Chr1:6696063;Chr1:6725591;Chr1:6727363;Chr1:6863842;Chr1:6865580;Chr1:6866004;Chr1:6879932;Chr1:7011820	Chr1:6863842	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r7	bgs	V0.5_c2	9	2	emmax_consensus_region	2	7	Chr1	7268855	8441084	42	3	FALSE	Chr1:7268855;Chr1:7308856;Chr1:7350735;Chr1:7885231;Chr1:7886897;Chr1:7895389;Chr1:7896016;Chr1:7896201;Chr1:7915433;Chr1:7951649;Chr1:7952394;Chr1:8035844;Chr1:8047120;Chr1:8049595;Chr1:8073190;Chr1:8074550;Chr1:8079284;Chr1:8088509;Chr1:8090521;Chr1:8120935;Chr1:8121961;Chr1:8123871;Chr1:8017943;Chr1:8026152;Chr1:8034967;Chr1:8034988;Chr1:8298134;Chr1:8299707;Chr1:8054742;Chr1:8093868;Chr1:8104669;Chr1:8113344;Chr1:8120114;Chr1:8317995;Chr1:8339798;Chr1:8345050;Chr1:8348637;Chr1:8350038;Chr1:8420304;Chr1:8424641;Chr1:8426716;Chr1:8441084	Chr1:7268855;Chr1:8017943;Chr1:8420304	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r8	bgs	V0.5_c2	9	2	emmax_consensus_region	2	8	Chr1	9300769	10138853	19	1	FALSE	Chr1:9300769;Chr1:9611068;Chr1:9624307;Chr1:9624363;Chr1:9629521;Chr1:9905521;Chr1:9960502;Chr1:9961081;Chr1:9964838;Chr1:9973637;Chr1:9976652;Chr1:9985723;Chr1:9996014;Chr1:9997566;Chr1:10123506;Chr1:10127850;Chr1:10130917;Chr1:10137527;Chr1:10138853	Chr1:9996014	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r9	bgs	V0.5_c2	9	2	emmax_consensus_region	2	9	Chr1	10569028	11004542	31	1	FALSE	Chr1:10569028;Chr1:10569461;Chr1:10578458;Chr1:10584027;Chr1:10588171;Chr1:10588605;Chr1:10597055;Chr1:10597928;Chr1:10601044;Chr1:10601073;Chr1:10604350;Chr1:10604816;Chr1:10610295;Chr1:10626299;Chr1:10630239;Chr1:10633851;Chr1:10644171;Chr1:10647027;Chr1:10654551;Chr1:10663317;Chr1:10667526;Chr1:10670471;Chr1:10673403;Chr1:10976833;Chr1:10984013;Chr1:10986215;Chr1:10988845;Chr1:10990157;Chr1:10993602;Chr1:10996030;Chr1:11004542	Chr1:10569028	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r10	bgs	V0.5_c2	9	2	emmax_consensus_region	2	10	Chr1	11281397	13417922	16	2	FALSE	Chr1:11281397;Chr1:11293895;Chr1:12493391;Chr1:12257833;Chr1:12443405;Chr1:12459843;Chr1:12492067;Chr1:12505024;Chr1:12524904;Chr1:12527099;Chr1:12568741;Chr1:12570229;Chr1:13197159;Chr1:13203237;Chr1:13214563;Chr1:13417922	Chr1:11293895;Chr1:12492067	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r11	bgs	V0.5_c2	9	2	emmax_consensus_region	2	11	Chr1	14847988	16289102	8	2	FALSE	Chr1:14847988;Chr1:15962914;Chr1:15775056;Chr1:16084654;Chr1:16262472;Chr1:16267880;Chr1:16275920;Chr1:16289102	Chr1:14847988;Chr1:16262472	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r12	bgs	V0.5_c2	9	2	emmax_consensus_region	2	12	Chr1	16473647	16672113	9	2	FALSE	Chr1:16473647;Chr1:16502639;Chr1:16584990;Chr1:16585019;Chr1:16595036;Chr1:16596966;Chr1:16610715;Chr1:16656857;Chr1:16672113	Chr1:16473647;Chr1:16584990	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r13	bgs	V0.5_c2	9	2	emmax_consensus_region	2	13	Chr1	17162838	17207927	4	1	FALSE	Chr1:17162838;Chr1:17186727;Chr1:17204976;Chr1:17207927	Chr1:17186727	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r14	bgs	V0.5_c2	9	2	emmax_consensus_region	2	14	Chr2	876201	2048053	11	1	FALSE	Chr2:876201;Chr2:893256;Chr2:1041673;Chr2:1067152;Chr2:1077520;Chr2:1089418;Chr2:1104332;Chr2:1262769;Chr2:1388147;Chr2:1503335;Chr2:2048053	Chr2:1077520	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r15	bgs	V0.5_c2	9	2	emmax_consensus_region	2	15	Chr2	6848075	7722414	11	1	FALSE	Chr2:6848075;Chr2:6848206;Chr2:6849832;Chr2:6949120;Chr2:6959237;Chr2:6963506;Chr2:7320419;Chr2:7563687;Chr2:7573367;Chr2:7624131;Chr2:7722414	Chr2:6848075	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r16	bgs	V0.5_c2	9	2	emmax_consensus_region	2	16	Chr2	8435804	9802917	15	1	FALSE	Chr2:8435804;Chr2:8436168;Chr2:8437827;Chr2:8439212;Chr2:8508688;Chr2:8508841;Chr2:8513163;Chr2:8516177;Chr2:8518694;Chr2:8523497;Chr2:8531179;Chr2:8540361;Chr2:8546193;Chr2:8549098;Chr2:9802917	Chr2:8508688	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r17	bgs	V0.5_c2	9	2	emmax_consensus_region	2	17	Chr2	11196761	12560808	35	1	FALSE	Chr2:11196761;Chr2:11283599;Chr2:11301275;Chr2:11301691;Chr2:11305933;Chr2:11323284;Chr2:11323629;Chr2:11326298;Chr2:11349734;Chr2:11366836;Chr2:11381454;Chr2:11433717;Chr2:11710038;Chr2:11797328;Chr2:11809526;Chr2:11813365;Chr2:11856109;Chr2:11865662;Chr2:11893032;Chr2:11905118;Chr2:11911059;Chr2:11939737;Chr2:11948115;Chr2:11989148;Chr2:12012826;Chr2:12014418;Chr2:12014624;Chr2:12017595;Chr2:12035483;Chr2:12048528;Chr2:12056862;Chr2:12091728;Chr2:12103454;Chr2:12106351;Chr2:12560808	Chr2:11381454	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r18	bgs	V0.5_c2	9	2	emmax_consensus_region	2	18	Chr2	12841771	12849932	2	1	FALSE	Chr2:12841771;Chr2:12849932	Chr2:12841771	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r19	bgs	V0.5_c2	9	2	emmax_consensus_region	2	19	Chr2	13597323	14678643	46	2	FALSE	Chr2:13597323;Chr2:13603293;Chr2:13705247;Chr2:13787531;Chr2:13758352;Chr2:14120812;Chr2:14138905;Chr2:14145807;Chr2:14146014;Chr2:14156399;Chr2:14157925;Chr2:14164204;Chr2:14186333;Chr2:14187618;Chr2:14193237;Chr2:14214238;Chr2:14214953;Chr2:14221264;Chr2:14235252;Chr2:14240443;Chr2:14266405;Chr2:14268680;Chr2:14269525;Chr2:14271764;Chr2:14272468;Chr2:14287414;Chr2:14291074;Chr2:14295118;Chr2:14301425;Chr2:14307149;Chr2:14311590;Chr2:14456335;Chr2:14468203;Chr2:14470245;Chr2:14476410;Chr2:14477259;Chr2:14482792;Chr2:14492433;Chr2:14520651;Chr2:14523704;Chr2:14532643;Chr2:14541336;Chr2:14634387;Chr2:14635298;Chr2:14646643;Chr2:14678643	Chr2:13603293;Chr2:14235252	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r20	bgs	V0.5_c2	9	2	emmax_consensus_region	2	20	Chr2	15186105	16505900	69	3	FALSE	Chr2:15186105;Chr2:15736485;Chr2:15743273;Chr2:15743490;Chr2:15758188;Chr2:15759939;Chr2:15760624;Chr2:15763238;Chr2:15771885;Chr2:15793185;Chr2:15794822;Chr2:15822212;Chr2:15801972;Chr2:15811408;Chr2:15815440;Chr2:15816421;Chr2:15917610;Chr2:15932880;Chr2:15934998;Chr2:15942306;Chr2:15943852;Chr2:15946005;Chr2:15947709;Chr2:15948950;Chr2:15949232;Chr2:15956540;Chr2:15971230;Chr2:15975223;Chr2:15979014;Chr2:15983764;Chr2:15997167;Chr2:16001670;Chr2:16002233;Chr2:16002886;Chr2:16004227;Chr2:16004490;Chr2:16006696;Chr2:16006988;Chr2:16010449;Chr2:16011584;Chr2:16019304;Chr2:16023934;Chr2:16026516;Chr2:16026604;Chr2:16028825;Chr2:16028973;Chr2:16029879;Chr2:16046135;Chr2:16063346;Chr2:16064796;Chr2:16071570;Chr2:16240454;Chr2:16249788;Chr2:16255739;Chr2:16229209;Chr2:16234037;Chr2:16240381;Chr2:16256887;Chr2:16257093;Chr2:16457598;Chr2:16463540;Chr2:16476337;Chr2:16487711;Chr2:16488392;Chr2:16498092;Chr2:16499867;Chr2:16500546;Chr2:16504143;Chr2:16505900	Chr2:15758188;Chr2:15917610;Chr2:16256887	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r21	bgs	V0.5_c2	9	2	emmax_consensus_region	2	21	Chr2	16919607	18637840	12	1	FALSE	Chr2:16919607;Chr2:17883415;Chr2:17905618;Chr2:18138140;Chr2:18142831;Chr2:18206427;Chr2:18546824;Chr2:18589870;Chr2:18601940;Chr2:18610890;Chr2:18621623;Chr2:18637840	Chr2:17883415	""
bgs_V0.5_c2_rep9_env2_emmax_consensus_region_r22	bgs	V0.5_c2	9	2	emmax_consensus_region	2	22	Chr2	19006725	19938324	3	1	FALSE	Chr2:19006725;Chr2:19059194;Chr2:19938324	Chr2:19006725	""
