label,tau,lmin,detected,n_match,match_score,size,score,maxC,emp_p,q_R,sig,n_tested
A04_Chr4:22.51-22.51Mb,0.1,1,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0256072578285045,TRUE,35
A05_Chr4:25.67-25.99Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A06_Chr4:27.55-27.55Mb,0.1,1,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0256072578285045,TRUE,35
A07_Chr4:12.81-12.81Mb*Eda,0.1,1,FALSE,0,0,,,,,,FALSE,35
A08_Chr5:2.48-2.50Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A09_Chr7:11.55-11.66Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A10_Chr12:15.55-15.55Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A11_Chr12:16.52-16.55Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A12_Chr17:6.55-6.77Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A13_Chr17:9.94-9.94Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A14_Chr18:5.61-5.61Mb,0.1,1,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.024017841825356,TRUE,35
A15_Chr20:0.18-0.26Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A16_Chr20:3.67-3.67Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A17_Chr20:8.89-8.90Mb,0.1,1,FALSE,0,0,,,,,,FALSE,35
A01_Chr1:27.28-27.28Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A02_Chr1:21.50-21.93Mb*inv,0.1,2,FALSE,0,0,,,,,,FALSE,12
A03_Chr3:13.03-13.03Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A04_Chr4:22.51-22.51Mb,0.1,2,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,12
A05_Chr4:25.67-25.99Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A06_Chr4:27.55-27.55Mb,0.1,2,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,12
A07_Chr4:12.81-12.81Mb*Eda,0.1,2,FALSE,0,0,,,,,,FALSE,12
A08_Chr5:2.48-2.50Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A09_Chr7:11.55-11.66Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A10_Chr12:15.55-15.55Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A11_Chr12:16.52-16.55Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A12_Chr17:6.55-6.77Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A13_Chr17:9.94-9.94Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A14_Chr18:5.61-5.61Mb,0.1,2,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,12
A15_Chr20:0.18-0.26Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A16_Chr20:3.67-3.67Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A17_Chr20:8.89-8.90Mb,0.1,2,FALSE,0,0,,,,,,FALSE,12
A01_Chr1:27.28-27.28Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A02_Chr1:21.50-21.93Mb*inv,0.1,3,FALSE,0,0,,,,,,FALSE,8
A03_Chr3:13.03-13.03Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A04_Chr4:22.51-22.51Mb,0.1,3,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,8
A05_Chr4:25.67-25.99Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A06_Chr4:27.55-27.55Mb,0.1,3,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,8
A07_Chr4:12.81-12.81Mb*Eda,0.1,3,FALSE,0,0,,,,,,FALSE,8
A08_Chr5:2.48-2.50Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A09_Chr7:11.55-11.66Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A10_Chr12:15.55-15.55Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A11_Chr12:16.52-16.55Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A12_Chr17:6.55-6.77Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A13_Chr17:9.94-9.94Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A14_Chr18:5.61-5.61Mb,0.1,3,TRUE,1,1,3,0.5025,0.2525,0.0199004975124378,0.0248756218905473,TRUE,8
A15_Chr20:0.18-0.26Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A16_Chr20:3.67-3.67Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A17_Chr20:8.89-8.90Mb,0.1,3,FALSE,0,0,,,,,,FALSE,8
A01_Chr1:27.28-27.28Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.1,5,FALSE,0,0,,,,,,FALSE,3
A03_Chr3:13.03-13.03Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.1,5,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A09_Chr7:11.55-11.66Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A16_Chr20:3.67-3.67Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.1,5,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A02_Chr1:21.50-21.93Mb*inv,0.1,10,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.1,10,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.1,10,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.1,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.1,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.1,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.1,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.1,20,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.1,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A02_Chr1:21.50-21.93Mb*inv,0.12,1,FALSE,0,0,,,,,,FALSE,34
A03_Chr3:13.03-13.03Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A04_Chr4:22.51-22.51Mb,0.12,1,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,34
A05_Chr4:25.67-25.99Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A06_Chr4:27.55-27.55Mb,0.12,1,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,34
A07_Chr4:12.81-12.81Mb*Eda,0.12,1,FALSE,0,0,,,,,,FALSE,34
A08_Chr5:2.48-2.50Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A09_Chr7:11.55-11.66Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A10_Chr12:15.55-15.55Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A11_Chr12:16.52-16.55Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A12_Chr17:6.55-6.77Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A13_Chr17:9.94-9.94Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A14_Chr18:5.61-5.61Mb,0.12,1,TRUE,1,0.666666666666667,2,0.3875,0.2525,0.0199004975124378,0.023331617773203,TRUE,34
A15_Chr20:0.18-0.26Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A16_Chr20:3.67-3.67Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A17_Chr20:8.89-8.90Mb,0.12,1,FALSE,0,0,,,,,,FALSE,34
A01_Chr1:27.28-27.28Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A02_Chr1:21.50-21.93Mb*inv,0.12,2,FALSE,0,0,,,,,,FALSE,12
A03_Chr3:13.03-13.03Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A04_Chr4:22.51-22.51Mb,0.12,2,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,12
A05_Chr4:25.67-25.99Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A06_Chr4:27.55-27.55Mb,0.12,2,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,12
A07_Chr4:12.81-12.81Mb*Eda,0.12,2,FALSE,0,0,,,,,,FALSE,12
A08_Chr5:2.48-2.50Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A09_Chr7:11.55-11.66Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A10_Chr12:15.55-15.55Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A11_Chr12:16.52-16.55Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A12_Chr17:6.55-6.77Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A13_Chr17:9.94-9.94Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A14_Chr18:5.61-5.61Mb,0.12,2,TRUE,1,0.666666666666667,2,0.3875,0.2525,0.0199004975124378,0.0248756218905473,TRUE,12
A15_Chr20:0.18-0.26Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A16_Chr20:3.67-3.67Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A17_Chr20:8.89-8.90Mb,0.12,2,FALSE,0,0,,,,,,FALSE,12
A01_Chr1:27.28-27.28Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A02_Chr1:21.50-21.93Mb*inv,0.12,3,FALSE,0,0,,,,,,FALSE,7
A03_Chr3:13.03-13.03Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A04_Chr4:22.51-22.51Mb,0.12,3,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,7
A05_Chr4:25.67-25.99Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A06_Chr4:27.55-27.55Mb,0.12,3,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,7
A07_Chr4:12.81-12.81Mb*Eda,0.12,3,FALSE,0,0,,,,,,FALSE,7
A08_Chr5:2.48-2.50Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A09_Chr7:11.55-11.66Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A10_Chr12:15.55-15.55Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A11_Chr12:16.52-16.55Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A12_Chr17:6.55-6.77Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A13_Chr17:9.94-9.94Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A14_Chr18:5.61-5.61Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A15_Chr20:0.18-0.26Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A16_Chr20:3.67-3.67Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A17_Chr20:8.89-8.90Mb,0.12,3,FALSE,0,0,,,,,,FALSE,7
A01_Chr1:27.28-27.28Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A02_Chr1:21.50-21.93Mb*inv,0.12,5,FALSE,0,0,,,,,,FALSE,3
A03_Chr3:13.03-13.03Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A04_Chr4:22.51-22.51Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A05_Chr4:25.67-25.99Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A06_Chr4:27.55-27.55Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A07_Chr4:12.81-12.81Mb*Eda,0.12,5,FALSE,0,0,,,,,,FALSE,3
A08_Chr5:2.48-2.50Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A09_Chr7:11.55-11.66Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A10_Chr12:15.55-15.55Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A11_Chr12:16.52-16.55Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A12_Chr17:6.55-6.77Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A13_Chr17:9.94-9.94Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A14_Chr18:5.61-5.61Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A15_Chr20:0.18-0.26Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A16_Chr20:3.67-3.67Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A17_Chr20:8.89-8.90Mb,0.12,5,FALSE,0,0,,,,,,FALSE,3
A01_Chr1:27.28-27.28Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A02_Chr1:21.50-21.93Mb*inv,0.12,10,FALSE,0,0,,,,,,FALSE,2
A03_Chr3:13.03-13.03Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A04_Chr4:22.51-22.51Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A05_Chr4:25.67-25.99Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A06_Chr4:27.55-27.55Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A07_Chr4:12.81-12.81Mb*Eda,0.12,10,FALSE,0,0,,,,,,FALSE,2
A08_Chr5:2.48-2.50Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A09_Chr7:11.55-11.66Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A10_Chr12:15.55-15.55Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A11_Chr12:16.52-16.55Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A12_Chr17:6.55-6.77Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A13_Chr17:9.94-9.94Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A14_Chr18:5.61-5.61Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A15_Chr20:0.18-0.26Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A16_Chr20:3.67-3.67Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A17_Chr20:8.89-8.90Mb,0.12,10,FALSE,0,0,,,,,,FALSE,2
A01_Chr1:27.28-27.28Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.12,15,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.12,15,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.12,15,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A02_Chr1:21.50-21.93Mb*inv,0.12,20,FALSE,0,0,,,,,,FALSE,1
A03_Chr3:13.03-13.03Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A04_Chr4:22.51-22.51Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A05_Chr4:25.67-25.99Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A06_Chr4:27.55-27.55Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A07_Chr4:12.81-12.81Mb*Eda,0.12,20,FALSE,0,0,,,,,,FALSE,1
A08_Chr5:2.48-2.50Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A09_Chr7:11.55-11.66Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A10_Chr12:15.55-15.55Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A11_Chr12:16.52-16.55Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A12_Chr17:6.55-6.77Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A13_Chr17:9.94-9.94Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A14_Chr18:5.61-5.61Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A15_Chr20:0.18-0.26Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A16_Chr20:3.67-3.67Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A17_Chr20:8.89-8.90Mb,0.12,20,FALSE,0,0,,,,,,FALSE,1
A01_Chr1:27.28-27.28Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A02_Chr1:21.50-21.93Mb*inv,0.14,1,FALSE,0,0,,,,,,FALSE,30
A03_Chr3:13.03-13.03Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A04_Chr4:22.51-22.51Mb,0.14,1,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,30
A05_Chr4:25.67-25.99Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A06_Chr4:27.55-27.55Mb,0.14,1,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,30
A07_Chr4:12.81-12.81Mb*Eda,0.14,1,FALSE,0,0,,,,,,FALSE,30
A08_Chr5:2.48-2.50Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A09_Chr7:11.55-11.66Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A10_Chr12:15.55-15.55Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A11_Chr12:16.52-16.55Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A12_Chr17:6.55-6.77Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A13_Chr17:9.94-9.94Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A14_Chr18:5.61-5.61Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A15_Chr20:0.18-0.26Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A16_Chr20:3.67-3.67Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A17_Chr20:8.89-8.90Mb,0.14,1,FALSE,0,0,,,,,,FALSE,30
A01_Chr1:27.28-27.28Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A02_Chr1:21.50-21.93Mb*inv,0.14,2,FALSE,0,0,,,,,,FALSE,11
A03_Chr3:13.03-13.03Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A04_Chr4:22.51-22.51Mb,0.14,2,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,11
A05_Chr4:25.67-25.99Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A06_Chr4:27.55-27.55Mb,0.14,2,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,11
A07_Chr4:12.81-12.81Mb*Eda,0.14,2,FALSE,0,0,,,,,,FALSE,11
A08_Chr5:2.48-2.50Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A09_Chr7:11.55-11.66Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A10_Chr12:15.55-15.55Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A11_Chr12:16.52-16.55Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A12_Chr17:6.55-6.77Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A13_Chr17:9.94-9.94Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A14_Chr18:5.61-5.61Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A15_Chr20:0.18-0.26Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A16_Chr20:3.67-3.67Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A17_Chr20:8.89-8.90Mb,0.14,2,FALSE,0,0,,,,,,FALSE,11
A01_Chr1:27.28-27.28Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A02_Chr1:21.50-21.93Mb*inv,0.14,3,FALSE,0,0,,,,,,FALSE,6
A03_Chr3:13.03-13.03Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A04_Chr4:22.51-22.51Mb,0.14,3,TRUE,1,0.75,3,0.515,0.185,0.0248756218905473,0.0248756218905473,TRUE,6
A05_Chr4:25.67-25.99Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A06_Chr4:27.55-27.55Mb,0.14,3,TRUE,1,0.8,4,1.1875,0.4375,0.0248756218905473,0.0248756218905473,TRUE,6
A07_Chr4:12.81-12.81Mb*Eda,0.14,3,FALSE,0,0,,,,,,FALSE,6
A08_Chr5:2.48-2.50Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A09_Chr7:11.55-11.66Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A10_Chr12:15.55-15.55Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A11_Chr12:16.52-16.55Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A12_Chr17:6.55-6.77Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A13_Chr17:9.94-9.94Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A14_Chr18:5.61-5.61Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A15_Chr20:0.18-0.26Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A16_Chr20:3.67-3.67Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A17_Chr20:8.89-8.90Mb,0.14,3,FALSE,0,0,,,,,,FALSE,6
A01_Chr1:27.28-27.28Mb,0.14,5,FALSE,0,0,,,,,,FALSE,2
